formula,Tc
U0.98Pt0.02 stab,0.87
Tl0.95Pb0.05,4.6
Tl0.95Pb0.05,7.1
Ag0.1In0.9Te,1.89
Ag0.1In0.9Te,1.0
Ag0.03Tl0.97,2.67
Au0.8Al0.2 rt,0.7
Nb3Al2N,1.3
Nb3Al2N,1.3
Al0.5Sb0.5 hp1,2.8
InAs0.33Te0.67,1.15
InAs0.33Te0.67,0.62
HoIr4B4 m,2.0
HoIr4B4 m,2.12
HoRh4B4 orth,1.4
SmRh4B4,2.7
SmRh4B4,2.72
SmRh4B4,2.6
SmRh4B4,2.7
SmRh4B4,2.72
Tl2.85Bi,4.15
Cd0.97Pb0.03,4.2
La0.96Ce0.04 rt,4.6
Ce2Mo6Te6,1.7
Zr0.9Co0.1,3.9
Cu2Mo6S6O2,9.0
CuTe2 orth,1.3
CuSeS,2.0
CuTeSe,2.0
ErMo6Se8,6.2
ErMo6Se8,6.2
ErMo6Se8,6.46
ErMo6Se8,5.7
ErMo6Se8,6.17
Zr0.9Fe0.1,1.0
GdMo6Se8,5.6
GdMo6Se8,5.6
GdMo6Se8,5.8
GdMo6Se8,5.59
Y5Ge10As4,9.06
Sc3Rh4Ge13,1.9
Ta3Ge rt,8.0
HfOsP,6.1
Mo6In2Te6 rhom,2.6
Ho1.2Mo6Se8,6.1
Ho1.2Mo6Se8,6.1
LaIrSi2,2.03
YOsIr,2.6
La0.92Lu0.08 rt,2.2
La0.92Lu0.08 rt,3.4
La0.92Lu0.08 rt,3.72
La0.92Lu0.08 rt,3.88
Zr0.9Ir0.1,5.5
ScMo6S8,3.6
TbMo6Se8,5.7
TbMo6Se8,5.7
TbMo6Se8,5.7
Tm1.2Mo6Se8,6.3
Tm1.2Mo6Se8,6.33
NbReSi orth,5.1
Nb3Sb tet,0.2
TaNbVSn,6.2
TaNbVSn,12.2
Zr0.9Ni0.1,1.5
YReOs,2.0
Pt0.1Pd0.9Te2,1.65
Zr0.9Ru0.05Pd0.05,9.0
Zr0.9Pd0.1,7.5
TaReSi orth,4.4
Sc3Rh4Sn13,4.5
Y3Rh4Sn13,3.2
U0.98Rh0.02,0.96
ZrRh0.005,5.8
ZrRh0.005,9.0
V2.7Ru0.3Si,2.9
TaV2Sn,2.8
TaV2Sn,3.7
V3Si0.9B0.1,15.8
V3In,13.9
V3In hyp hyp,31.0
Mo3Ru,10.6
Mn3Si rt,12.5
Ta3Pb,17.0
Ta3Rh,10.0
Sr2CaCu2BiO7,85.0
Ba0.5Cu1.5Eu0.25O3,95.0
Ba2Cu4YO8.03 cub,92.0
Sr2Ca0.3Cu2TlY0.7O7,83.0
Sr2Ca0.3Cu2TlY0.7O7,84.0
Sr2Ca0.3Cu2TlY0.7O7,73.0
Sr2Ca0.3Cu2TlY0.7O7,78.0
Sr1.5CaCu2TlEu0.5O7,85.0
Sr1.5CaCu2TlEu0.5O7,86.0
Sr1.5CaCu2TlEu0.5O7,88.0
Sr1.5CaCu2TlDy0.5O7,86.0
Sr1.5CaCu2TlDy0.5O7,86.0
Sr1.5CaCu2TlDy0.5O7,80.0
Sr1.5CaCu2TlDy0.5O7,80.0
Sr1.5CaCu2TlTb0.5O7,91.0
Sr1.5CaCu2TlTb0.5O7,45.0
Sr1.5CaCu2TlTb0.5O7,69.0
Sr1.5CaCu2TlTb0.5O7,81.0
Sr1.5CaCu2TlTb0.5O7,62.0
Sr1.5CaCu2TlTb0.5O7,83.0
Sr1.5CaCu2TlTb0.5O7,80.0
Sr1.5CaCu2TlHo0.5O7,85.0
Sr1.5CaCu2TlHo0.5O7,82.0
Sr1.5CaCu2TlHo0.5O7,80.0
Sr1.5CaCu2TlTm0.5O7,86.0
Sr1.5CaCu2TlTm0.5O7,83.0
Sr1.5CaCu2TlTm0.5O7,84.0
Sr2Ca0.2Cu2TlLu0.8O7,87.0
Sr2Ca0.2Cu2TlLu0.8O7,64.0
Sr2Ca0.2Cu2TlLu0.8O7,62.0
Sr2Ca0.2Cu2TlLu0.8O7,80.0
Sr2Ca0.2Cu2TlLu0.8O7,75.0
Sr2Ca0.2Cu2TlLu0.8O7,66.0
Sr2Ca0.2Cu2TlLu0.8O7,80.0
Sr2Ca0.2Cu2TlLu0.8O7,82.0
Sr2Ca0.2Cu2TlLu0.8O7,82.0
Sr2Cu2YBi2O8.50,139.8
Sr2Ca0.8Cu2Eu0.2Bi2O8,84.8
Sr2Ca0.8Cu2Eu0.2Bi2O8,87.0
Sr2Ca0.8Cu2Eu0.2Bi2O8,91.0
Sr2CuBi2O6 tet,10.0
Sr2CuBi2O6 tet,10.0
Sr2CuBi2O6 tet,5.3
Sr2CuBi2O6 tet,10.0
Sr1.57Cu1.09Bi2.34O6.16,8.8
Sr2CuBi2O6 tet,12.5
Sr2CuBi2O6 tet,5.0
Sr2CuBi2O6 tet,20.0
Sr2CuBi2O6 tet,6.0
Sr2CuBi2O6 tet,10.0
Sr2CuBi2O6 tet,8.0
Sr2CuBi2O6 tet,7.14
Sr2CuBi2O6 tet,6.15
Sr2CuBi2O6 tet,16.92
Sr2CuBi2O6 tet,6.0
Ba2Cu4NdO8,57.0
Ba2Cu4NdO8,53.0
Ba2Cu4NdO8,115.5
Ba2Cu3NdO6,95.4
Sc cub,0.4
Sc cub,6.8
Ti cub,0.28
Re cub2,2.3
Sr1.5Cu2Y1.15Ce0.85Bi0.5O8,30.0
Sr1.5Cu2Y1.15Ce0.85Bi0.5O8,34.0
Sr1.5Cu2Y1.15Ce0.85Bi0.5O8,30.0
Sr1.5Cu2Y1.15Ce0.85Bi0.5O8,31.0
Sm1.19NbS3.19,2.4
Sr2Cu1.915Ce0.5Eu1.5NbFe0.085O10,18.0
Sr0.05CuLa1.95O4 rt,23.0
Sr0.05CuLa1.95O4 rt,40.0
Sr0.05CuLa1.95O4 rt,39.5
Sr0.05CuLa1.95O4 rt,27.7
Sr0.05CuLa1.95O4 rt,38.0
Ba2Cu3LuO7 rt orth2,93.0
Sr0.125CuLa1.775Sm0.1O4 rt,10.0
Ba2Cu2.9YbGa0.1O7,90.0
Ba2Cu2.8YGa0.2O7,67.0
Ba2Cu2.8YGa0.2O7,71.0
Ba2Cu2.8YGa0.2O7,86.0
Ba2Cu2.8YGa0.2O7,74.0
Sc0.5Lu0.5Ni2B2C m,15.9
Ba2Cu2.43GdAl0.19O6,85.0
Ba2Cu2.43Y0.5Gd0.5Al0.19O6,90.0
Ba1.4CuTlLa0.6O5,45.0
Ba1.4CuTlLa0.6O5,38.0
Ba1.4CuTlLa0.6O5,45.0
Ba1.4CuTlLa0.6O5,32.0
Ba2Cu4Pr0.4Eu0.6O8,38.0
Sr2Ca0.6Cu2Pr0.4Bi2O8.30,57.4
Sr2Ca0.75CuGd0.25Bi2O8,82.2
Sr2Ca0.75CuGd0.25Bi2O8,49.4
Sr2Ca0.75CuGd0.25Bi2O8,54.7
Sr2Ca0.75CuGd0.25Bi2O8,76.0
Sr2Ca0.75CuGd0.25Bi2O8,20.0
Sr2Ca0.75CuGd0.25Bi2O8,90.0
Sr2Ca0.75CuGd0.25Bi2O8,91.0
Sr1.93Cu2ErBi2.1O8,146.0
K0.415Ba0.585BiO3,30.8
Rh0.5Pd0.5H0.5,4.3
Rh0.5Pd0.5H0.5,2.3
BaPb0.95Bi0.05O3 rt orth,11.0
BaPb0.95Bi0.05O3 rt orth,11.5
BaPb0.95Bi0.05O3 rt orth,9.0
Na0.05Sr0.15CuLa1.8O4,36.0
Sr0.15CuLa1.6Y0.25O4,40.0
Ba0.15CuLa1.85O4 ht,28.0
Ba0.15CuLa1.85O4 ht,10.8
Ba0.15CuLa1.85O4 ht,27.0
Ba0.15CuLa1.85O4 ht,43.0
Ba0.15CuLa1.85O4 ht,30.0
Ba0.15CuLa1.85O4 ht,33.0
Ba0.15CuLa1.85O4 ht,28.0
Ba0.15CuLa1.85O4 ht,25.0
Ba0.15CuLa1.85O4 ht,14.0
Ba0.15CuLa1.85O4 ht,15.1
Ba0.15CuLa1.85O4 ht,32.0
Ba0.15CuLa1.85O4 ht,32.0
Ba0.15CuLa1.85O4 ht,32.0
Sr0.2CuLa1.7Yb0.1O4,32.0
Sr0.2CuLa1.7Yb0.1O4,29.0
Ba0.8CuY1.2O4 tet,90.0
BaCuEuO4,95.0
Ba0.67Cu2Y0.33O4,97.0
Ba2Cu2.97EuMn0.03O7,92.3
Ba2Cu2.97EuMn0.03O7,92.0
Ba2Cu2.85EuFe0.15O7,50.5
Ba2Cu2.85EuFe0.15O7,56.7
Ba2Cu2.85EuFe0.15O7,80.0
Ba2Cu2.85EuFe0.15O7,35.0
Ba2Cu2.85EuFe0.15O7,6.0
Ba2Cu2.889EuCr0.111O7,67.4
TaFe0.05Se2,2.0
Ta0.95Fe0.05Se2,1.4
Ba2Sr0.28Ca1.72Cu3Tl0.5Hg0.5O8 rt,130.5
Ba2Sr0.28Ca1.72Cu3Tl0.5Hg0.5O8 rt,132.0
Sr2Ca2Cu2.9Fe0.1Pb0.4Bi1.6O10 orth,88.0
Sr1.84Ca1.95Cu2.1Fe0.9Pb0.34Bi1.77O10,71.0
Sr1.84Ca1.95Cu2.1Fe0.9Pb0.34Bi1.77O10,109.7
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,108.0
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,66.0
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,120.0
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,110.7
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,99.0
Sr2Ca2Ag1.9Cu3Pb0.3Bi1.7O10.3,110.0
Zr0.5Ru0.25Pd0.25,3.25
ZrRu0.25Pd0.75,3.5
ZrRu0.3Rh0.7,2.68
Fe0.0107Ru0.9715Si0.0178,0.115
EuWMo5S8,5.8
LaMo6S8 lt,7.0
Sr2Ca2Cu3Bi1.72O10.24,75.5
Sr2Ca2Cu3Bi1.72O10.24,110.0
Sr2Ca2Cu3Bi1.72O10.24,110.0
Sr2Ca2Cu3Bi1.72O10.24,85.0
Sr2Ca2Cu3Bi1.72O10.24,110.0
Sr2Ca2Cu3Bi1.72O10.24,110.0
Sr2Ca2Cu3Bi1.72O10.24,82.0
Sr2Ca2Cu3Bi1.72O10.24,108.0
Sr2Ca2Cu3Bi1.72O10.24,116.0
Sr2Ca2Cu3Bi1.72O10.24,117.0
Sr2Ca2Cu3Bi1.72O10.24,90.0
Sr2Ca2Cu3Bi1.72O10.24,110.0
Sr2Ca2Cu3Bi1.72O10.24,110.0
Sr2CaCu1.96Fe0.04Bi2O8,90.0
Sr2CaCu1.96Fe0.04Bi2O8,60.0
Sr2CaCu1.96Fe0.04Bi2O8,46.5
Sr2CaCu1.96Fe0.04Bi2O8,62.0
Sr2CaCu1.96Fe0.04Bi2O8,50.0
Sr2CaCu1.96Fe0.04Bi2O8,85.0
Sr2CaCu1.96Fe0.04Bi2O8,74.0
Sr2CaCu1.96Fe0.04Bi2O8,83.0
ZrRu0.95Rh0.05P ht,9.0
ZrRu0.95Rh0.05P ht,11.0
Sr0.9Ca1.5Cu2Y0.6Bi1.38O10.5,65.0
Sr0.8Cu2La1.2Pb2O6,31.0
Sr1.8Ca1.2Cu1.92Fe0.08Bi2O8,44.0
Sr1.8Ca1.2Cu1.92Fe0.08Bi2O8,65.7
Sr1.8Ca1.2Cu1.92Fe0.08Bi2O8,75.0
Sr1.8Ca1.2Cu1.92Fe0.08Bi2O8,52.0
Sr1.8Ca1.2Cu1.98Ni0.02Bi2O8,75.0
Sr1.8Ca1.2Cu1.98Ni0.02Bi2O8,74.0
Sr2Ca0.8Cu2Nd0.2Bi2O8,22.0
Sr2Ca0.8Cu2Nd0.2Bi2O8,89.5
Sr2Ca0.8Cu2Sm0.2Bi2O8,72.0
Sr2Ca0.8Cu2Dy0.2Bi2O8,60.0
Sr2Ca0.8Cu2Dy0.2Bi2O8,89.0
Sr2Ca0.8Cu2Dy0.2Bi2O8,92.0
Sr2Ca0.5Cu3Yb0.5Pb2O8,70.0
Sr2Ca2Cu3Bi1.9Sb0.1O10,120.0
Sr2Ca2Cu3Bi1.9Sb0.1O10,135.0
Sr2CaCu2Pb0.3Bi1.7O8.1,92.0
Sr2CaCu2Pb0.3Bi1.7O8.1,110.0
Sr2CaCu2Pb0.3Bi1.7O8.1,94.0
Sr2CaCu2Pb0.3Bi1.7O8.1,65.0
Sr1.75Cu2.5La0.25Ce0.5Eu1.5Pb0.5O9,30.0
Sr1.75Cu2.5Ce0.5Nd0.25Eu1.5Pb0.5O9,32.0
Sr1.75Cu2.5Ce0.5Nd0.25Dy1.5Pb0.5O9,6.0
Sr1.75Cu2.5Ce0.5Sm0.25Eu1.5Pb0.5O9,17.0
Sr1.75Cu2.5Ce0.5Eu0.25Gd1.5Pb0.5O9,17.0
Sr1.75Cu2.5Ce0.5Eu0.25Gd1.5Pb0.5O9,33.0
Na0.2Ba2Ca2Cu3Tl2O10,113.0
K1.4Ba2Ca2Cu3Tl0.6O10,113.0
K1.4Ba2Ca2Cu3Tl0.6O10,118.0
K1.4Ba2Ca2Cu3Tl0.6O10,98.0
K1.4Ba2Ca2Cu3Tl0.6O10,102.0
Ba2Ca2Cu3Tl2Zr0.2O10,117.0
Sr2Ca0.7Cu2Pr0.3Bi2O8,82.0
Sr2Ca0.7Cu2Pr0.3Bi2O8,26.0
Ba2Ca2Cu3Tl2Ti0.2O10,115.0
Ba2Ca2Cu3Tl2V0.2O10,117.0
Ba2Ca2Cu3Tl2Nb0.2O10,116.0
Ba2Ca2Cu3Tl2Nb0.2O10,99.0
Ba2Ca2Cu3Tl2Nb0.2O10,104.0
Ba2Ca2Cu3Tl2W0.2O10,118.0
Ba2Ca2Cu3Tl2Zn0.2O10,112.0
Ba2Ca2Cu3Tl2Cd0.2O10,105.0
Ba2Ca2Cu3Tl2Hf0.2O10,116.0
Ba2Ca2Cu3Tl2Ta0.2O10,113.0
Ba2Ca2Cu3Tl2Mo0.2O10,117.0
Ba2Ca2Cu3Tl2Se0.2O10,117.0
Ba2Ca2Cu3Tl2Te0.2O10,118.0
Sr1.6CuLa0.4Pb0.4Bi1.6O6,28.5
Sr1.6CuLa0.4Pb0.4Bi1.6O6,21.0
Sr1.6CuLa0.4Pb0.4Bi1.6O6,27.5
Sr1.6CuLa0.4Pb0.4Bi1.6O6,40.0
Sr1.6CuLa0.4Pb0.4Bi1.6O6,23.0
Sr1.6CuLa0.4Pb0.4Bi1.6O6,39.0
Sr1.6CuLa0.4Pb0.4Bi1.6O6,35.0
Sr1.6CuLa0.4Pb0.4Bi1.6O6,34.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,109.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,117.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,110.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,108.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,109.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,108.7
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,111.5
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,105.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,108.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,114.0
Sr2Ca1.7Cu3Pb0.3Bi2O10 rt,116.0
Sr2Ca2Cu3Ga0.1Pb0.1Bi1.8O10,105.0
Sr2Ca2Cu3Ga0.1Pb0.1Bi1.8O10,71.0
Sr2Ca0.4Cu2Ga0.6Pb0.6Bi1.4O8,71.0
Sr2Cu3Ga2Pb0.6Bi1.4O10,62.0
Sr0.9CuLa0.1O2 orth,43.0
Ba2.04Sr0.01Cu2.81Y0.95Pt0.01O6.77,90.0
Ba2.04Sr0.01Cu2.81Y0.95Pt0.01O6.77,82.0
Ba2.02Sr0.01Cu2.75Au0.08Y0.97O6.56,69.0
Ba2.02Sr0.01Cu2.75Au0.08Y0.97O6.56,80.0
Ba1.94Sr0.05Cu2.64Y0.81Pr0.20Al0.21O6.86,18.0
Ba1.94Sr0.05Cu2.64Y0.81Pr0.20Al0.21O6.86,18.0
BaCaCu3EuO7,53.0
BaCaCu3EuO7,52.0
Sr0.15Cu0.98La1.85Fe0.005Ni0.02O4,20.0
Sr2CaCu1.96Co0.04Bi2O8,78.0
Sr2CaCu1.96Co0.04Bi2O8,70.0
Sr2CaCu1.96Co0.04Bi2O8,44.0
Sr2CaCu1.96Co0.04Bi2O8,53.0
Sr2CaCu1.96Co0.04Bi2O8,83.0
Ba2Cu3.96YCo0.04O8,53.7
Ba2Cu3.96YCo0.04O8,50.0
Ba2Cu3Pr0.3Eu0.3Er0.4O7,47.8
Ba2Cu3Pr0.3Eu0.3Er0.4O7,48.0
Ba2Cu3Pr0.2Nd0.4Yb0.4O7,56.6
Ba2Cu3Pr0.2Nd0.4Yb0.4O7,57.0
Sr2Ca2Cu2.99Zn0.01Pb0.4Bi1.6O10,109.7
Cu0.93Ce0.15Nd1.85Fe0.07O4,13.0
CuLa2Cl0.55O3.45,32.0
CuLa2Cl0.55O3.45,29.0
CuLa2Cl0.55O3.45,32.0
Sr2CaCu2Bi2I0.95O8,57.7
Sr2CaCu2Bi2I0.95O8,53.7
Sr2CaCu2Bi2I0.95O8,64.0
Sr2CaCu2Bi2I0.95O8,54.0
Sr2CaCu2Bi2I0.95O8,57.0
Sr2CaCu2Bi2I0.95O8,57.0
Ba2Cu3YI0.2O6.3,91.0
Ba2Cu3YI0.2O6.3,60.0
BaSrCa0.2Cu2.7Y0.8Co0.3O6,58.0
Sr2Ca0.5Cu2.94Y0.5Fe0.06Pb2O8,69.0
Sr2Ca0.5Cu2.94Y0.5Co0.06Pb2O8,54.0
Sr2Ca0.5Cu2.94Y0.5Ni0.06Pb2O8,61.0
Sr2Ca0.5Cu2.94Zn0.06Y0.5Pb2O8,62.0
Sr2Cu2Ce0.5Nd1.5Bi2O10,14.0
Ba4Cu7La3O10,48.0
BaCu2LaO5,15.0
Ba3CaCu7La3O14,84.0
Ba3CaCu7La3O14,80.0
Ba3CaCu7La3O14,63.2
Ba3CaCu7La3O14,59.8
Sr0.15CuLa1.85S0.05O3.95,28.0
Ba0.175CuLa1.825S0.05O3.95,6.0
Sr20Ca10Cu20Bi20IO80,58.0
Sr2Ca0.3Cu2.8Y0.7Cr0.2O7,11.0
Ba1.3Sr0.7Ca0.5Cu2.6Er0.5C0.4O6.9,80.0
Ba1.3Sr0.7Ca0.5Cu2.6Pr0.5C0.4O7,30.0
Ba2Ca0.3Cu2.8Y0.7Cr0.2O7,85.0
Ba1.3Sr0.7Ca0.5Cu2.6Y0.5C0.4O7,79.0
Ba1.3Sr0.7Ca0.5Cu2.6Ho0.5C0.4O7,79.0
Ba1.3Sr0.7Ca0.5Cu2.6Dy0.5C0.4O7,78.0
Ba1.3Sr0.7Ca0.5Cu2.6Nd0.5C0.4O7,74.0
Ba1.3Sr0.7Ca0.5Cu2.6Lu0.5C0.4O7,77.0
Ba1.3Sr0.7Ca0.5Cu2.6Yb0.5C0.4O7,78.0
Ba1.3Sr0.7Ca0.5Cu2.6Tm0.5C0.4O7,79.0
Ba1.3Sr0.7Ca0.5Cu2.6Gd0.5C0.4O7,78.0
Ba1.3Sr0.7Ca0.5Cu2.6Eu0.5C0.4O7,78.0
Ba1.3Sr0.7Ca0.5Cu2.6Sm0.5C0.4O7,77.0
Sr2.16Cu2.78Y0.84[SO4]0.22O6.12,45.0
Sr2Ca0.5Cu2Yb0.5Ga0.5Pb0.5O7,46.0
Sr2Ca0.5Cu2Zn0.5Y0.5Pb0.5O7,50.0
Sr2Ca0.5Cu2Zn0.5Y0.5Pb0.5O7,50.0
Sr2.5Cu2Tl0.8Nd0.5Pb0.2O7,95.0
Sr1.5CuTl0.5NdPb0.5O5,40.0
Sr2Ca0.4Mg0.5Ag0.1Cu2Y0.6Pb0.5O7,60.0
Sr2Ca0.9Cu2Sm0.1Pb0.3Bi1.7O8,85.0
Sr2Ca0.9Cu2Sm0.1Pb0.3Bi1.7O8,100.0
Sr2Ca0.9Cu2Sm0.1Pb0.3Bi1.7O8,75.0
Sr2Ca0.9Cu2Sm0.1Pb0.3Bi1.7O8,94.1
Sr2Ca0.9Cu2Sm0.1Pb0.3Bi1.7O8,78.0
Ba2Sr2Cu2Tl[CO3]O7,56.0
Ba2Sr2Cu2Tl[CO3]O7,62.0
Sr2Cu3YO7,80.0
Sr2Cu3YO7,92.0
Sr2Cu3YO7,85.0
Ba2Ca0.8Cu4.8La1.6Pr0.4O10.94,54.2
Ba2CaCu5La1.5Dy0.5O9.66,70.2
Ba2CaCu5La1.5Dy0.5O9.66,75.0
H0.3LiNbO2,5.5
Sr1.38Ca0.2CuLa0.38Bi1.82O6,27.0
Sr1.38Ca0.2CuLa0.38Bi1.82O6,24.0
Sr2.2Cu2Ce1.8SmRuO11,12.0
Sr2.2Cu2Ce1.8SmRuO11,38.0
Ba2Cu3.95Y0.8Pr0.2Fe0.05O8,33.0
Ba2Cu2.5HoFe0.5O7.49,76.0
Ba2Cu2.5DyFe0.5O7.52,75.0
Ba2Cu2.97EuFe0.03O6.2,60.0
Ba2CaCu4.875Zn0.125La1.5Nd0.5O6.86,50.4
Ba2CaCu4.875Zn0.125La1.5Nd0.5O6.86,51.6
Ba2Cu2.5TmFe0.5O7.43,60.0
Na0.35CoO2[H2O]1.3 ht ht,5.0
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,4.6
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,4.8
Na0.35CoO2[H2O]1.3 ht ht,4.4
Na0.35CoO2[H2O]1.3 ht ht,0.15
Na0.35CoO2[H2O]1.3 ht ht,4.6
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,4.75
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,4.8
Na0.35CoO2[H2O]1.3 ht ht,3.9
Na0.35CoO2[H2O]1.3 ht ht,3.7
Na0.35CoO2[H2O]1.3 ht ht,4.55
Na0.35CoO2[H2O]1.3 ht ht,4.45
Na0.35CoO2[H2O]1.3 ht ht,4.3
Na0.35CoO2[H2O]1.3 ht ht,4.25
Na0.35CoO2[H2O]1.3 ht ht,3.5
Na0.35CoO2[H2O]1.3 ht ht,3.1
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,3.1
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,5.0
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,4.8
Na0.35CoO2[H2O]1.3 ht ht,4.6
Na0.35CoO2[H2O]1.3 ht ht,4.6
Na0.35CoO2[H2O]1.3 ht ht,4.7
Na0.35CoO2[H2O]1.3 ht ht,4.7
Na0.35CoO2[H2O]1.3 ht ht,5.0
Na0.35CoO2[H2O]1.3 ht ht,4.75
Na0.35CoO2[H2O]1.3 ht ht,3.0
Na0.35CoO2[H2O]1.3 ht ht,4.7
Na0.35CoO2[H2O]1.3 ht ht,4.5
Na0.35CoO2[H2O]1.3 ht ht,5.0
Mg0.94Ir0.06B2,28.1
La0.42Nd0.42Pt1.75B2C,6.3
Sr2Cu2Ce0.5Eu0.75Gd0.75Nb0.5Ru0.5O10,35.0
Sr2Cu2Ce0.5Eu1.5Nb0.5Ru0.5O10,35.0
Sr2Cu2Ce0.5Eu1.5Nb0.5Ru0.5O10,15.0
Sr2Cu2Ce0.5Eu1.5Nb0.5Ru0.5O10,30.4
Sr2Ca0.3Cu2Cd0.2Y0.7Ga0.8O7,50.0
Ba1.5Sr0.5Ca3Cu4Hg0.8Pb0.2O10,118.0
KOs2O6 rt,6.4
KOs2O6 rt,11.0
KOs2O6 rt,8.2
KOs2O6 rt,9.65
KOs2O6 rt,9.5
KOs2O6 rt,9.6
KOs2O6 rt,9.6
KOs2O6 rt,7.9
KOs2O6 rt,9.6
KOs2O6 rt,9.6
KOs2O6 rt,9.75
KOs2O6 rt,6.55
KOs2O6 rt,3.3
KOs2O6 rt,9.6
KOs2O6 rt,9.6
KOs2O6 rt,9.65
KOs2O6 rt,9.8
KOs2O6 rt,10.13
KOs2O6 rt,9.6
KOs2O6 rt,9.6
KOs2O6 rt,9.7
KOs2O6 rt,9.6
KOs2O6 rt,9.5
KOs2O6 rt,9.8
KOs2O6 rt,9.6
KOs2O6 rt,9.6
KOs2O6 rt,9.1
KOs2O6 rt,9.6
KOs2O6 rt,10.0
KOs2O6 rt,8.5
KOs2O6 rt,5.6
KOs2O6 rt,9.8
KOs2O6 rt,9.6
KOs2O6 rt,9.8
KOs2O6 rt,6.5
KOs2O6 rt,9.7
KOs2O6 rt,9.9
KOs2O6 rt,5.85
NaOs2O6 hyp,7.0
NaOs2O6 hyp,10.9
RbOs2O6 hyp,5.0
RbOs2O6 hyp,9.7
RbOs2O6 hyp,5.1
RbOs2O6 hyp,6.4
RbOs2O6 hyp,6.26
RbOs2O6 hyp,6.24
RbOs2O6 hyp,6.28
RbOs2O6 hyp,4.0
RbOs2O6 hyp,6.3
RbOs2O6 hyp,6.4
RbOs2O6 hyp,8.2
RbOs2O6 hyp,6.3
RbOs2O6 hyp,8.2
RbOs2O6 hyp,2.7
RbOs2O6 hyp,6.2
Sr1.4Cu2Ce0.6Gd2RuO10,46.0
Sr1.4Cu2Ce0.6Gd2RuO10,32.0
Sr1.4Cu2Ce0.6Gd2RuO10,27.0
Sr1.4Cu2Ce0.6Gd2RuO10,15.0
Sr1.4Cu2Ce0.6Gd2RuO10,30.0
Sr1.4Cu2Ce0.6Gd2RuO10,30.0
Sr1.4Cu2Ce0.6Gd2RuO10,25.0
Sr2Cu2Ce0.6Gd1.4Mo0.25Ru0.75O10,22.0
Lu2Ir3Si5 lt2 lt,3.3
La3Ir2Ge2,4.7
La3Ir2Ge2,4.4
La3Ir2Ge2,4.7
La3Ir2Ge2,4.21
La3Ir2Ge2,2.81
La3Ir2Ge2,4.69
CuCe0.15Nd1.85O3.95,21.7
CuCe0.15Nd1.85O3.95,12.0
CuCe0.15Nd1.85O3.95,20.1
CuCe0.15Nd1.85O3.95,19.8
CuCe0.15Nd1.85O3.95,25.0
Li2Pt1.5Pd1.5B,4.1
Li2Pt1.5Pd1.5B,3.9
Li2Pt1.5Pd1.5B,4.84
Li2Pt1.5Pd1.5B,5.5
Li2Pt1.5Pd1.5B,3.9
Li2Pt1.5Pd1.5B,3.7
Li2Pt1.5Pd1.5B,5.1
W0.33Re0.62C0.05,7.3
W0.33Re0.62C0.05,7.3
W0.33Re0.62B0.05,7.1
W0.33Re0.62B0.05,7.22
W0.33Re0.62B0.05,7.1
PuRhGa5,8.6
PuRhGa5,7.0
PuRhGa5,10.2
PuRhGa5,15.9
PuRhGa5,11.0
PuRhGa5,8.8
PuRhGa5,1.9
PuRhGa5,9.0
PuRhGa5,8.6
PuRhGa5,7.0
PuRhGa5,8.5
PuRhGa5,10.4
PuRhGa5,15.9
PuRhGa5,8.5
PuRhGa5,4.0
PuRhGa5,9.0
PuRhGa5,4.5
Sr2Cu2Ce0.6Sm1.4Ru0.9Rh0.1O10,20.0
CeCoIn4.88Sn0.12,0.7
CeCoIn4.88Sn0.12,0.5
CeCoIn4.88Sn0.12,1.9
CeCoIn4.88Sn0.12,1.56
CeCoIn4.88Sn0.12,0.7
CeCoIn4.88Sn0.12,2.1
U0.1Pu0.9CoGa5,8.4
Np0.1Pu0.9CoGa5,7.2
