formula,Tc
Nb3Sn rt,16.562
Nb3Sn rt,18.0
Nb3Sn rt,12.6
Nb3Sn rt,3.42
Nb3Sn rt,18.1
Nb3Sn rt,9.0
Nb3Sn rt,2.95
Nb3Sn rt,16.0
Nb3Sn rt,18.0
Nb3Sn rt,18.05
Nb3Sn rt,18.18
Nb3Sn rt,18.5
Nb3Sn rt,17.6
Nb3Sn rt,17.5
Nb3Sn rt,18.2
Nb3Sn rt,18.0
Nb3Sn rt,18.1
Nb3Sn rt,18.2
Nb3Sn rt,17.7
Nb3Sn rt,18.2
Nb3Sn rt,17.8
Nb3Sn rt,17.3
Nb3Sn rt,17.1
Nb3Sn rt,18.1
Nb3Sn rt,17.2
Nb3Sn rt,16.0
Nb3Sn rt,17.6
Nb3Sn rt,17.4
Nb3Sn rt,18.3
Nb3Sn rt,21.0
Nb3Sn rt,17.65
Nb3Sn rt,17.7
Nb3Sn rt,17.5
Nb3Sn rt,16.5
Nb3Sn rt,7.2
Nb3Sn rt,18.05
Nb3Sn rt,18.0
Nb3Sn rt,17.3
Nb3Sn rt,9.8
Nb3Sn rt,17.3
Nb6Sn5 ht,2.8
NbSn2,2.6
U0.5Nb0.5,2.0
Nb0.5V0.5,5.7
Nb0.5V0.5,3.5
Zr0.5Nb0.5 ht,9.0
Zr0.5Nb0.5 ht,10.6
Zr0.5Nb0.5 ht,12.5
Zr0.5Nb0.5 ht,11.1
Zr0.5Nb0.5 ht,10.8
Zr0.5Nb0.5 ht,10.8
Zr0.5Nb0.5 ht,8.6
Zr0.5Nb0.5 ht,6.5
Zr0.5Nb0.5 ht,10.1
Zr0.5Nb0.5 ht,16.2
Zr2Ni,1.58
Zr2Ni,0.4
Zr2Ni,1.62
Zr2Ni,1.52
Zr2Ni,1.6
Zr2Ni,1.54
Zr2Ni,1.55
Zr2Ni,1.6
Ta0.5Os0.5,1.95
W0.7Os0.3,3.81
W0.7Os0.3,3.0
TiO ht2,0.58
PbTe rt,5.19
PbTe rt,5.27
Zr5Pt3,7.2
ZrRe2,6.4
ZrRe2,5.9
Rh17S15,5.8
Rh17S15,5.4
Rh17S15,5.36
Rh17S15,5.4
Rh17S15,5.8
Rh17S15,5.4
Rh17S15,5.4
Rh17S15,3.8
VRu ht,4.0
W0.4Ru0.6,7.5
TaSi2,0.353
TaSi2,0.345
V3Si rt,16.8
V3Si rt,16.87
V3Si rt,16.0
V3Si rt,17.1
V3Si rt,16.9
V3Si rt,17.0
V3Si rt,2.2
V3Si rt,6.1
V3Si rt,16.2
V3Si rt,16.3
V3Si rt,15.0
V3Si rt,16.9
V3Si rt,16.4
V3Si rt,16.3
V3Si rt,18.4
V3Si rt,16.86
V3Si rt,16.84
V3Si rt,17.1
V3Si rt,17.0
V3Si rt,6.8
V3Si rt,5.3
V3Si rt,16.6
V3Si rt,16.5
V3Si rt,16.8
V3Si rt,8.4
V3Si rt,2.2
V3Si rt,12.8
V3Si rt,16.33
V3Si rt,5.42
V3Si rt,21.0
V3Si rt,23.4
V3Si rt,16.43
V3Si rt,14.6
V3Si rt,17.1
V3Si rt,17.0
V3Si rt,16.7
V3Si rt,15.0
V3Si rt,16.8
V3Si rt,16.55
V3Si rt,17.16
V3Si rt,16.4
V3Si rt,12.0
V3Si rt,16.9
V3Si rt,16.4
V3Si rt,16.2
V3Si rt,16.1
V3Si rt,15.5
V3Si rt,16.0
V3Si rt,16.9
V3Si rt,12.7
V3Si rt,16.6
V3Si rt,12.0
V3Si rt,7.0
V3Si rt,3.5
V3Si rt,2.5
V3Si rt,1.4
V3Si rt,6.0
V3Si rt,16.84
V3Si rt,16.87
V3Si rt,17.0
V3Si rt,16.9
V3Si rt,16.4
V3Si rt,14.6
V3Si rt,16.9
V3Si rt,16.9
V3Si rt,17.0
V3Si rt,16.3
V3Si rt,17.1
W5Si3,2.8
W5Si3,2.84
Ta3Sn,8.35
Ta3Sn,6.2
Ta3Sn,6.5
V3Sn rt,1.9
V3Sn rt,3.8
V3Sn rt,4.1
V3S4 rt,4.0
Ti0.987Ta0.013 rt,1.3
Ta0.5V0.5 ht,2.8
TaV2 rt,3.6
Tl5Te3,3.3
Tl5Te3,2.2
Zr0.5Ti0.5 ht,15.0
Zr0.5Ti0.5 rt,1.23
Zr0.5Ti0.5 rt,3.3
Zr0.65W0.35 ht,3.9
Zr0.65W0.35 ht,3.5
Zr0.33W0.67 ht,2.66
ZrW2,2.16
Sn0.3Bi0.7 hp-ht,0.06
Sn0.3Bi0.7 hp-ht,0.034
Sn0.3Bi0.7 hp-ht,0.03
Sn0.3Bi0.7 hp-ht,0.03
CaPb,7.0
Cd0.5Hg0.5 rt,1.77
Cd0.5Hg0.5 rt,2.15
Sc2Co tet,0.35
Th7Co3,1.83
Th7Co3,1.84
Cr0.75Os0.25,2.5
Cr3Os rt,4.68
Cr3Os rt,4.68
Cr3Os rt,3.83
Cr3Os rt,4.0
Cr3Os rt,4.8
Cr3Os rt,3.92
Cr3Os rt,4.03
Cr3Os rt,3.95
Cr3Os rt,3.95
Cr3Os rt,3.76
Cr0.95Ru0.05,1.87
Cr0.95Ru0.05,2.4
Cr0.95Ru0.05,1.42
Cr0.95Ru0.05,2.0
Cr0.66Ru0.34 ht,2.02
Cu0.8Ga0.2,0.048
Cu0.8Ga0.2,0.0074
DyGa6,5.9
Th7Fe3,1.86
Th7Fe3,4.2
Th7Fe3,1.86
ScGa3,2.1
TbGa6,6.0
Mo3Ge,2.6
Mo3Ge,1.45
Mo3Ge,1.43
Mo3Ge,1.8
Mo3Ge,1.75
Mo3Ge,1.45
Mo3Ge,1.4
Mo3Ge,1.45
Mo3Ge,4.25
Mo5Ge3 rt,3.3
Mo2.4Pt1.6 ht1,7.8
Mo2.4Pt1.6 ht1,7.5
Mo3.2Pt0.8 ht,4.65
Mo3.2Pt0.8 ht,4.53
Mo3.2Pt0.8 ht,4.62
Mo3.2Pt0.8 ht,4.65
Mo3.2Pt0.8 ht,4.53
Nb3Sn lt,18.0
Nb3Sn lt,17.0
Nb3Sn lt,15.5
Nb3Sn lt,12.1
Nb3Sn lt,10.4
Nb3Sn lt,17.8
Nb3Sn lt,17.87
Nb3Sn lt,18.0
Nb3Sn lt,17.7
Nb3Sn lt,17.78
Nb3Sn lt,17.6
Nb3Sn lt,17.75
Nb3Sn lt,18.0
Nb3Sn lt,17.6
Nb3Sn lt,17.4
Nb3Sn lt,18.2
Nb3Sn lt,18.0
V0.8Os0.2,3.03
V0.8Os0.2,1.83
V0.8Os0.2,1.0
V1.2Os0.8 rt,1.0
V1.2Os0.8 rt,1.7
V2Os2 ht,5.15
V2Os2 ht,4.9
PdSb2,1.25
V0.95Pt0.05,0.4
V0.95Pt0.05,1.7
V3Pt rt,3.0
V3Pt rt,1.5
V3Pt rt,0.98
V3Pt rt,3.2
V3Pt rt,3.2
V3Pt rt,1.36
V3Pt rt,1.26
V3Pt rt,3.2
Be22Mo,4.14
Be22Mo,2.51
AgY,0.33
Re7B3,2.8
Re7B3,4.6
Re7B3,3.3
Re7B3,2.6
ReB2,1.0
ScB12 tet,0.39
Ta2Co,0.82
YIr2,2.18
YIr2,1.38
YIr3,3.5
Na1.2Pb2.8,7.2
Nb3P,1.8
PdTe2,1.5
PdTe2,1.69
PdTe2,1.89
PdTe2,1.85
PdTe2,1.5
Ti0.8Ru0.2 ht,2.5
Ti0.8Ru0.2 ht,3.5
Th0.925U0.075 rt,1.182
Th0.925U0.075 rt,1.014
Th0.925U0.075 rt,0.725
Th0.925U0.075 rt,0.658
Th0.925U0.075 rt,0.495
Th0.925U0.075 rt,0.304
Th0.925U0.075 rt,0.785
Th0.9Zr0.1 rt,1.9
Th0.9Zr0.1 rt,3.56
Th0.9Zr0.1 rt,3.51
Th0.9Zr0.1 rt,3.4
Th0.9Zr0.1 rt,3.7
Th0.9Zr0.1 rt,3.6
Th0.9Zr0.1 rt,3.8
Th0.9Zr0.1 rt,3.77
Th0.25Zr0.75 ht,6.0
Th0.25Zr0.75 ht,5.1
Th0.25Zr0.75 ht,6.29
Th0.25Zr0.75 ht,6.23
Th0.25Zr0.75 ht,6.38
Th0.1Zr0.9 rt,2.58
Th0.1Zr0.9 rt,2.4
Am ht1/hp1,1.0
Am ht1/hp1,1.89
Am ht1/hp1,2.2
Am ht1/hp1,1.83
Am rt,0.6
Am rt,0.63
Am rt,2.2
Am rt,0.79
Am rt,2.3
Am rt,1.6
Am rt,1.83
Au0.89Ga0.11,0.264
Au0.89Ga0.11,0.0086
Au0.89Ga0.11,0.168
AuGa,1.2
AuGa,1.17
AuGa2,1.15
AuGa2,2.25
AuGa2,1.5
AuGa2,1.6
AuGa2,1.15
AuGa2,1.38
AuGa2,1.668
AuGa2,1.63
AuGa2,1.587
AuSb2,0.58
RhBi3,3.2
RhBi3,3.15
UCrx ht1,0.75
Zr3Ge,0.4
ZrGe2,0.3
ZrGe2,8.0
ZnLa,1.04
Zr3.33Pb0.67,0.76
Zr5Pb3,4.6
Pd2Sn,0.41
PdSn,0.41
PdSn2 rt,3.34
URu3,0.145
URu3,0.15
YbSn3,3.6
La2Bi,0.76
La5Bi3,0.64
TaGe2,2.3
Mg2La ht,1.05
MgLa,5.9
Ti0.8Pd0.2 ht,3.82
Ti0.8Pd0.2 ht,3.7
Ti0.8Pd0.2 ht,1.6
YbAl3,0.94
La3Co,4.2
La3Co,4.28
La3Co,4.3
La3Co,4.0
Cu6Th ht,0.2
Cu6Th ht,0.5
CuTh2,3.44
CuTh2,3.49
HgIn lt,3.81
HgIn lt,3.81
HgIn lt,3.81
InN rt,2.4
InN rt,0.47
InN rt,3.3
InN rt,0.24
InN rt,0.12
MgTl,2.75
Nb0.62Pt0.38,4.21
Nb3Pt,8.7
Nb3Pt,10.9
Nb3Pt,7.45
Nb3Pt,7.34
Nb3Pt,8.29
Nb3Pt,8.1
Nb3Pt,8.62
Nb3Pt,8.48
Nb3Pt,6.8
Nb3Pt,10.67
Nb3Pt,9.03
Nb3Pt,10.87
Nb3Pt,10.81
Nb3Pt,7.13
Nb3Pt,8.57
Nb3Pt,8.56
Nb3Pt,8.51
Nb3Pt,7.3
Nb3Pt,7.27
Nb3Pt,6.0
Nb3Pt,5.97
Nb3Pt,9.2
SnO bla,3.81
SnSb hp1,1.42
MgB2,39.0
MgB2,38.5
MgB2,39.0
MgB2,39.2
MgB2,38.0
MgB2,38.2
MgB2,38.5
MgB2,38.9
MgB2,38.4
MgB2,39.0
MgB2,38.8
MgB2,38.2
MgB2,37.2
MgB2,38.2
MgB2,38.3
MgB2,38.5
MgB2,38.2
MgB2,39.8
MgB2,29.2
MgB2,38.2
MgB2,37.3
MgB2,38.2
MgB2,38.9
MgB2,38.81
MgB2,38.5
MgB2,38.6
MgB2,38.2
MgB2,39.2
MgB2,39.6
MgB2,37.1
MgB2,38.5
MgB2,37.0
MgB2,36.1
MgB2,38.5
MgB2,31.2
MgB2,38.0
MgB2,37.0
MgB2,30.1
MgB2,28.1
MgB2,32.7
MgB2,33.0
MgB2,39.0
MgB2,38.0
MgB2,38.1
MgB2,30.2
MgB2,39.0
MgB2,39.0
MgB2,38.5
MgB2,39.2
MgB2,38.0
MgB2,38.8
MgB2,38.2
MgB2,36.7
MgB2,39.189
MgB2,20.0
MgB2,39.15
MgB2,36.8
MgB2,37.4
MgB2,38.5
MgB2,38.8
MgB2,38.0
MgB2,38.4
MgB2,36.5
MgB2,36.6
MgB2,38.3
MgB2,38.9
MgB2,40.2
MgB2,37.56
MgB2,38.1
MgB2,38.2
MgB2,38.7
MgB2,39.0
MgB2,38.0
MgB2,38.5
MgB2,38.5
MgB2,38.2
MgB2,38.3
MgB2,38.3
MgB2,35.6
MgB2,38.7
MgB2,41.6
MgB2,38.2
MgB2,39.0
MgB2,38.8
MgB2,38.5
MgB2,39.2
MgB2,38.0
MgB2,39.8
MgB2,29.5
MgB2,38.5
MgB2,37.8
MgB2,38.3
MgB2,37.0
MgB2,37.8
MgB2,37.0
MgB2,38.2
MgB2,37.9
MgB2,39.0
MgB2,38.5
MgB2,38.3
MgB2,38.7
MgB2,39.0
MgB2,35.7
MgB2,34.5
MgB2,35.9
MgB2,29.2
MgB2,32.0
MgB2,39.23
MgB2,38.2
MgB2,38.4
MgB2,38.67
MgB2,37.5
ZrB ht,3.4
U6Co,2.08
U6Co,2.3
U6Co,2.3
U6Co,2.7
U6Co,2.29
U6Co,2.29
U6Co,2.43
U6Co,2.44
U6Co,2.69
U6Co,2.24
UCo,1.7
UCo,1.7
LaPb3,4.13
LaPb3,3.5
LaPb3,4.4
U6Mn,2.19
U6Mn,2.25
U6Mn,2.3
U6Mn,2.4
U6Mn,2.32
U6Mn,2.32
U6Mn,2.88
Y0.001Nb0.999,9.36
Y0.001Nb0.999,9.26
Y0.001Nb0.999,9.38
Y0.001Nb0.999,9.27
PtSb rt,2.1
Zr3Sn rt,0.92
Th7Ni3,1.98
U6Ni,0.5
U6Ni,0.35
U6Ni,0.35
U6Ni,0.33
PtPb4,2.8
Hf2Ga rt,0.21
Hf2Ga rt,0.21
TiCo2Al,1.48
TiCo2Al,1.42
Cu6.28LaAl6.72,0.65
LuAl3,1.05
Mg32Cu8Al41,0.81
Mg32Cu8Al41,0.73
MgAl2O4 cub,13.8
AlN,1.55
PrTi2Al20,0.2
PrTi2Al20,0.2
PrTi2Al20,0.2
PrTi2Al20,0.088
PrTi2Al20,0.183
PtAl2,0.55
WAs2,0.9
Mo3Ga,0.76
MoAs2,0.41
Mo8Ga41 (O),9.7
Mo6Ga31 rt,8.5
Mo6Ga31 rt,8.0
Mo6Ga31 rt,8.0
La4As3,0.6
La4As3,0.65
Mo5SiB2,5.8
Nb5SiB2,7.2
La3S4 rt,2.85
La3S4 rt,6.5
La3S4 rt,6.0
La3S4 rt,2.5
CeCoGe3,0.64
CeCoGe3,0.26
CeCoGe3,0.51
CeCoGe3,0.62
CeCoGe3,0.67
CeCoGe3,0.59
CeCoGe3,0.55
CeCoGe3,0.49
CeCoGe3,0.635
CeCoGe3,0.585
PtGe,0.4
CePd2Si2,0.57
CePd2Si2,0.4
CePd2Si2,0.52
CeRu3Si2,1.92
CeRu3Si2,1.0
CeRu3Si2,0.5
CeRu3Si2,1.2
CeRu3Si2,1.0
Ti2InC,3.1
Ti2InC,3.1
Ti0.5Mo0.5C,10.2
Ti0.357V0.143Cr0.5,5.6
CuEu2O4 rt,27.5
CuEu2O4 rt,29.0
Ti7Sb2,5.2
Re0.4Fe0.6,6.55
V2N,13.0
V2N,13.0
V2N,13.0
V2N,13.0
Tm2Fe3Si5,1.3
Tm2Fe3Si5,1.1
Tm2Fe3Si5,3.0
Tm2Fe3Si5,1.2
Tm2Fe3Si5,1.1
Tm2Fe3Si5,3.0
Tm2Fe3Si5,1.2
U2Fe2Sn,4.1
U2Fe2Sn,4.0
HfGe2,2.2
Nb3Ge m cub,15.3
Nb3Ge m cub,17.0
Nb3Ge m cub,19.6
Re3Ge7,2.7
GeTe rt,1.8
In0.8Pb0.2 rt,3.68
In0.8Pb0.2,3.69
In0.8Pb0.2,3.71
In0.8Pb0.2,3.87
Ti3Sb cub,5.8
Ti3Sb cub,6.5
Ti3Sb cub,5.5
V3Sb,0.8
Ti5Re24,5.74
Ti5Re24,5.8
Ti5Re24,5.8
Ti5Re24,5.8
Ti5Re24,3.7
Zr0.25Re0.75,7.4
Ta0.6Rh0.4,2.35
Ti0.5Nb0.5N,11.16
Ti0.5Nb0.5N,17.13
Ti0.5Nb0.5N,17.4
Pd17Se15,2.2
Pd17Se15,2.2
Pd17Se15,2.2
Pd17Se15,2.2
Pd34Se11,2.66
Pd34Se11,2.66
Pd4Se rt,0.42
Pd7Se2,0.53
Pd7Se2,0.53
PtTe,0.59
Sb2Te3 rt,4.35
Sb2Te3 rt,4.17
Sb2Te3 rt,3.0
LaGe1.6 ht1,2.6
LaGe1.6 ht1,2.45
LaGe1.6 rt,1.49
LaGe1.6 rt,2.2
LaGe1.6 rt,2.24
LaGe1.6 rt,2.23
LaGe1.6 rt,2.17
LaGe1.6 rt,1.91
LaGe1.6 rt,1.7
LaGe1.6 rt,1.57
YGa6,2.0
Ti3Ir,4.25
Ti3Ir,5.4
Au0.8In0.2 o-d,0.38
AuIn2,0.207
AuIn2,0.2
AuIn2,0.205
Tl0.50Pb0.35Bi0.15,7.26
Tl0.50Pb0.35Bi0.15,7.344
Tl0.85Bi0.15,2.3
Tl0.85Bi0.15,4.4
YB12,4.7
YB6,7.1
YB6,6.95
YB6,7.2
YB6,7.24
YB6,7.13
YB6,7.15
YB6,8.94
YB6,6.23
YB6,7.5
YB6,6.8
YB6,7.5
YB6,6.0
YB6,4.1
YB6,3.1
YB6,3.9
YB6,3.6
YNi4B,14.3
YNi4B,11.9
YNi4B,15.0
YNi4B,12.0
YNi4B,12.0
CaRh2,6.4
Ce2CoIn8,0.4
Ce2CoIn8,0.4
Ce2CoIn8,0.4
Ce2CoIn8,0.4
Ce2CoIn8,0.5
Ce2CoIn8,0.4
Ce2CoIn8,0.37
CeCoIn5,2.3
CeCoIn5,2.3
CeCoIn5,2.265
CeCoIn5,2.619
CeCoIn5,2.23
CeCoIn5,1.8
CeCoIn5,0.25
CeCoIn5,1.0
CeCoIn5,2.3
CeCoIn5,2.242
CeCoIn5,2.425
CeCoIn5,2.2
CeCoIn5,2.29
CeCoIn5,0.46
CeCoIn5,2.3
CeCoIn5,1.75
CeCoIn5,2.3
CeCoIn5,2.6
CeCoIn5,2.3
CeCoIn5,2.28
CeCoIn5,0.31
CeCoIn5,2.3
CeCoIn5,2.6
CeCoIn5,2.0
CeCoIn5,2.3
CeCoIn5,2.23
CeCoIn5,2.25
CeCoIn5,2.3
CeCoIn5,0.68
CeCoIn5,0.78
CeCoIn5,0.66
CeCoIn5,0.89
CeCoIn5,2.3
CeCoIn5,2.3
CeCoIn5,2.2
CeCoIn5,2.6
CeCoIn5,2.3
CeCoIn5,2.4
CeCoIn5,2.0
CeCoIn5,2.3
CeCoIn5,2.3
CeCoIn5,2.1
CeCoIn5,2.2
CeCoIn5,2.32
CeCoIn5,2.3
CeCoIn5,2.29
CeCoIn5,2.3
CeCoIn5,2.3
CeCoIn5,2.6
CeCoIn5,1.9
CeCoIn5,1.9
CeCoIn5,1.0
CeCoIn5,0.068
CeCoIn5,2.3
CeCoIn5,1.25
CeCoIn5,2.28
CeCoIn5,2.59
Ce2Ni3Ge5,0.26
CeNi2Ge2 m,0.1
CeNi2Ge2 m,0.2
CeNi2Ge2 m,0.1
CeNiGe3,0.15
CeNiGe3,0.36
CeNiGe3,0.42
CeNiGe3,0.48
CeNiGe3,0.3
CeNiGe3,0.24
CePtSi2,0.18
CePtSi2,0.16
CePt3Si,0.75
CePt3Si,0.64
CePt3Si,0.6
CePt3Si,0.75
CePt3Si,0.75
CePt3Si,0.63
CePt3Si,0.64
CePt3Si,0.75
CePt3Si,0.65
CePt3Si,0.0
CePt3Si,0.62
CePt3Si,0.8
CePt3Si,0.8
CePt3Si,0.41
CePt3Si,0.63
CePt3Si,0.75
CePt3Si,0.46
CePt3Si,0.75
CePt3Si,0.0
CePt3Si,0.7
CePt3Si,0.6
CePt3Si,0.46
CePt3Si,0.65
CePt3Si,0.2
CePt3Si,0.75
CePt3Si,0.65
CePt3Si,0.75
CePt3Si,0.5
CePt3Si,0.7
CePt3Si,0.7
CePt3Si,0.46
CePt3Si,0.46
CePt3Si,0.35
CePt3Si,0.97
CePt3Si,0.75
CePt3Si,0.75
CePt3Si,0.75
CePtSi3,0.46
CePtSi3,0.85
MgNi3C,6.98
MgNi3C,7.09
MgNi3C,7.0
MgNi3C,7.0
MgNi3C,6.3
MgNi3C,7.38
MgNi3C,7.06
MgNi3C,7.08
MgNi3C,7.25
MgNi3C,7.25
MgNi3C,7.2
MgNi3C,7.25
MgNi3C,6.85
MgNi3C,6.2
MgNi3C,7.0
MgNi3C,8.0
MgNi3C,6.5
Mo3Sb7 rt,2.1
ZrCo2Sn,8.0
ThRu2,3.47
ThRu2,3.56
ThRu2,4.1
CuGd2O4 ht,18.8
CuGd2O4 ht,18.5
CuGd2O4 ht,4.2
CuLa2O4 rt,40.0
CuLa2O4 rt,21.0
CuLa2O4 rt,25.0
CuLa2O4 rt,45.0
CuLa2O4 rt,40.0
CuLa2O4 rt,45.0
CuLa2O4 rt,38.0
CuLa2O4 rt,34.0
CuLa2O4 rt,10.0
CuLa2O4 rt,30.0
CuLa2O4 rt,34.0
CuLa2O4 rt,38.0
CuLa2O4 rt,45.0
CuLa2O4 rt,40.0
CuLa2O4 rt,37.5
CuLa2O4 rt,30.0
CuLa2O4 rt,41.5
CuLa2O4 rt,44.8
CuLa2O4 rt,37.5
CuLa2O4 rt,42.0
CuLa2O4 rt,38.0
CuLa2O4 rt,30.0
CuLa2O4 rt,28.0
CuLa2O4 rt,37.0
CuLa2O4 rt,36.0
CuLa2O4 rt,33.0
CuLa2O4 rt,28.0
CuLa2O4 rt,40.0
CuLa2O4 rt,44.0
CuLa2O4 rt,37.0
CuLa2O4 rt,40.0
CuLa2O4 rt,40.0
CuLa2O4 rt,34.0
CuNd2O4 rt,32.9
CuNd2O4 rt,28.9
CuNd2O4 rt,4.2
CuPr2O4 rt,30.5
CuPr2O4 rt,29.5
CuPr2O4 rt,27.5
CuTl4Te3,1.9
TaS2 lt trig1,2.5
TaS2 lt trig1,0.7
Rh2Ga9,1.9
Rh2Ga9,1.95
Rh2Ga9,1.95
Rh2Ga9,1.13
Y3Rh,0.65
Y3Rh2,1.48
Y7Rh3,0.32
YRh2,2.95
YRh2,0.35
YIn3,1.08
YIn3,0.95
YIn3,0.9
YIn3,0.825
La3Ni4Ge4,0.83
La3Ni4Ge4,0.7
La3Ni4Ge4,0.76
LaNi0.5Ge1.5,0.394
LaNi0.5Ge1.5,0.45
Rh5Ge3,2.12
RhGe,0.96
RhGe,1.7
U5Ge4,0.99
U5Ge4,0.99
U5Ge4,0.99
UGe2 rt,0.62
UGe2 rt,0.52
UGe2 rt,0.2
UGe2 rt,0.7
UGe2 rt,0.8
UGe2 rt,0.75
UGe2 rt,0.45
UGe2 rt,0.25
UGe2 rt,0.7
LuSi2,7.0
NbS2 ht,5.84
NbS2 ht,6.2
NbS2 ht,5.7
NbS2 ht,6.3
NbS2 ht,6.05
NbS2 ht,5.7
NbS2 ht,6.05
NbS2 ht,6.05
LaNiSi,1.23
LaNiSi,1.4
LaNiSi,1.23
LaNiSn,0.55
La3Sn lt1,6.3
La3Sn lt1,6.42
La3Sn lt1,6.628
La3Sn lt1,5.98
La3Sn lt1,3.365
La3Sn lt1,6.31
La3Sn lt1,6.42
La3Sn lt1,6.2
LaRh2 rt,1.67
LaRh3 rt,2.6
LiPb rt,7.2
Mo6PbSe8,6.75
Mo6PbSe8,5.0
Mo6PbSe8,7.1
Mo6PbSe8,6.75
Mo6PbSe8,7.11
Mo6PbSe8,4.45
Mo6PbSe8,6.75
RuO2 rt,5.0
Ta0.75Pt0.25,1.5
Rh4Si5 rt,1.25
ZrTe ht1,2.3
LaC2 rt,1.66
LaC2 rt,1.6
LaGa2,1.15
RhAs,0.58
V3As,0.2
Mg3Hg,0.17
Mg5Hg3,0.48
BaBiO3 ht2,19.0
ReO3,1.2
ReO3,0.0003
HfN,8.83
HfN,8.2
HfN,6.6
HfN,6.8
HfN,8.8
Cu0.2Bi2Se3,3.28
Cu0.2Bi2Se3,3.3
Cu0.2Bi2Se3,2.7
Cu0.2Bi2Se3,3.65
CaMo6S8 rt,9.5
CaMo6S8 rt,8.0
CaMo6S8 rt,9.5
CaMo6S8 rt,9.5
Cu2CeSi2 lt,0.7
Cu2CeSi2 lt,0.68
Cu2CeSi2 lt,0.63
Cu2CeSi2 lt,0.59
Cu2CeSi2 lt,0.63
Cu2CeSi2 lt,0.538
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.78
Cu2CeSi2 lt,0.69
Cu2CeSi2 lt,1.8
Cu2CeSi2 lt,0.7
Cu2CeSi2 lt,0.58
Cu2CeSi2 lt,0.56
Cu2CeSi2 lt,0.7
Cu2CeSi2 lt,2.0
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.5
Cu2CeSi2 lt,0.07
Cu2CeSi2 lt,0.53
Cu2CeSi2 lt,0.67
Cu2CeSi2 lt,0.67
Cu2CeSi2 lt,0.5
Cu2CeSi2 lt,0.65
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.72
Cu2CeSi2 lt,0.72
Cu2CeSi2 lt,0.4
Cu2CeSi2 lt,0.37
Cu2CeSi2 lt,0.55
Cu2CeSi2 lt,0.4
Cu2CeSi2 lt,0.58
Cu2CeSi2 lt,0.58
Cu2CeSi2 lt,0.43
Cu2CeSi2 lt,0.17
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.74
Cu2CeSi2 lt,0.27
Cu2CeSi2 lt,0.67
Cu2CeSi2 lt,1.45
Cu2CeSi2 lt,0.72
Cu2CeSi2 lt,2.4
Cu2CeSi2 lt,0.633
Cu2CeSi2 lt,0.15
Cu2CeSi2 lt,0.35
Cu2CeSi2 lt,0.66
Cu2CeSi2 lt,0.67
Cu2CeSi2 lt,0.74
Cu2CeSi2 lt,0.69
Cu2CeSi2 lt,0.67
Cu2CeSi2 lt,0.69
Cu2CeSi2 lt,2.25
Cu2CeSi2 lt,1.57
Cu2CeSi2 lt,0.7
Cu2CeSi2 lt,0.72
Cu2CeSi2 lt,0.65
Cu2CeSi2 lt,0.6
Cu2CeSi2 lt,0.7
Cu2CeSi2 lt,0.25
Cu2CeSi2 lt,0.7
Cu2CeSi2 lt,1.7
Cu2CeSi2 lt,0.65
Cu2CeSi2 lt,0.72
Cu2CeSi2 lt,0.5
Cu2CeSi2 lt,2.02
Cu2CeSi2 lt,0.96
Cu2CeSi2 lt,2.2
Cu2CeSi2 lt,1.25
Cu2CeSi2 lt,0.76
Cu2CeSi2 lt,0.68
Zr2Ga rt,0.38
ZrGa3,1.38
La3In,9.54
La3In,9.83
La3In,10.4
La3In,10.4
La3In,0.7
La3In,9.45
La3In,13.11
La3In,9.72
La3In,9.65
La3In,9.51
La3In,9.7
La3In,10.0
Cu4YbIn rt,1.2
Cu4YbIn rt,1.2
Cu0.87LaSb2,0.9
La2Sb,0.75
La2Sb,5.3
La4Sb3,0.25
LaSb2,2.5
LaSb2,0.4
LaSb2,2.5
CuSm2O4,28.0
CuSm2O4,30.8
Sr2CuO3,72.0
Cu0.5V2O5,5.0
NaV6O15 rt,9.0
ZrTe3 rt,3.0
ScGe2,1.3
LuAl2,1.02
VN rt,19.7
VN rt,9.25
VN rt,32.3
VN rt,6.2
VN rt,4.1
VN rt,4.5
VN rt,7.8
VN rt,8.4
VN rt,8.95
VN rt,7.8
VN rt,8.8
VN rt,9.2
VN rt,7.78
VN rt,9.1
VN rt,8.0
VN rt,9.322
VN rt,10.074
VN rt,10.413
VN rt,11.872
VN rt,13.214
VN rt,14.675
VN rt,8.4
PtGa2 rt,2.0
YB2C2,3.6
In2Bi,5.65
In2Bi,5.766
In2Bi,5.558
In2Bi,5.691
In2Bi,5.77
In2Bi,5.6
In2Bi,5.87
In2Bi,5.6
In2Bi,5.9
La0.5Y0.5,1.0
YNiGe3,0.46
SnI4 hp,1.96
W5SiB2,5.8
CaTiO3 ht3,13.0
Mo3Te4,1.7
Hf5Re24,5.86
HfRe2,5.2
HfRe2,4.8
Mo4.8Si3C0.6,7.6
Ta0.5Nb0.5C,13.6
Ta0.5Nb0.5C,8.85
Ti0.5Ta0.5C,4.8
Cu0.29Pd0.71H0.05,13.0
Cu0.29Pd0.71H0.05,6.0
Cu0.29Pd0.71H0.21 rt,3.0
Nb4FeSi,6.8
