formula,Bulk Modulus (GPa)
[C60] 2D orth,32.9
[C60] 2D orth,530.0
[C60] 2D orth,10.5
Nd3Fe5O12,170.9386
BaAlGeH,43.0
Nd0.1FeBi0.9O3 rt,91.4
Nd0.1FeBi0.9O3 rt,105.0
Sc0.5Ta0.5PbO3 hp1,153.0
Ga4Bi2O9 hp,102.0
Yb14MnSb11,38.0
EuPt4Ge12 ht,96.0
Cs3[C60] hyp,13.7
SrFe2As2 rt,67.3
SrFe2As2 rt,61.7
SrFe2As2 rt,63.63
SrFe2As2 rt,89.57
SrFe2As2 rt,46.0
SrFe2As2 rt,112.1
CaFe2As2 rt,79.492
CaFe2As2 rt,74.8
Yb0.5Ti0.5O1.75 hp,355.7
K[IO3] rt,26.5
K[IO3] rt,24.7
K[IO3] rt,21.1
K[IO3] rt,24.3
K[IO3] hp,67.0
K[IO3] hp,67.9
K[IO3] hp,70.9
Ti2O3 hp,260.0
Ti2O3 hp,251.0
LaN hp,278.5
LaN hp,293.2
Fe4Bi2O9 hp,79.0
VPbO3 hp1,155.0
VPbO3 hp1,200.2
Sb0.4Te0.6 hp3,72.0
Sb0.4Te0.6 hp3,109.4
Sb2Te3 hp2,62.0
Sb2Te3 hp2,69.0
Sb2Te3 hp2,80.5
Gd0.95Ni2,100.0
Tb0.95Ni2 rt,100.0
Eu2RuH6,16.9
Eu2RuH6,17.8
Eu2RuD6,18.4
Bi2Se3 hp1,66.0
Bi2Se3 hp1,77.1
Ca3SnO,54.77
Ca3SnO,54.76
Ca3PbO,51.86
Ca3PbO,51.44
CaSiO3 ht2,247.0
CaSiO3 ht2,60.82
CaSiO3 ht2,60.27
UFeGe ht,231.0
Fe3.5Sn0.5N,430.0
Fe3.5Sn0.5N,367.0
CaIrO3 orth1,189.0
CaIrO3 orth1,363.0
EuFe2As2 rt,134.0
EuFe2As2 rt,39.3
Ba2CuTl2O6 tet1,82.2
Ti3AlCN,219.0
Ti3Al0.8Sn0.2C2,226.0
Fe3O4 hp1,198.0
BaMg[CO3]2 rt,64.6
Ge3N4 hp,216.3
Mo3Co3N,350.0
HfPbO3 rt,142.0
HfPbO3 rt,169.0
HfPbO3 rt,169.0
HfPbO3 rt,188.0
Ba2TaBiO6 rt,126.0
Ca[WO4] hp,78.0
Sr[WO4] hp,64.0
CaAlH5,42.6
CaNiH3,93.2
AlD3 rhom,37.4
AlH3 rhom,37.4
AlH3 rhom,47.9
AlH3 rhom,42.3
YbFe4P12,167.0
Na6Ca2Al6[SiO4]6[SO4]2,49.0
RbI hp2,10.1
RbI hp2,16.0
RbCl hp,18.2
K6[C60],61.0
K hp1,5.2
K hp1,4.6
K hp1,4.2
K hp1,4.21
Si m-hp2,96.0
PrCo5H4,126.8
PrCo5H4,126.5
PrCo5H4,124.8
PrCo5H4,125.6
KCr[CrO4]2,29.38
NaCr[CrO4]2,36.56
RbCr[CrO4]2 hyp hyp,26.27
[H2] lt2,121.4
[H2] lt2,118.0
[H2] lt2,115.0
U4PdGa12,87.0
Ag[ReO4],37.0
Ag[ReO4],30.9
Ag[ReO4],48.8
Ag[ReO4],26.5
Sr2Cu2Y0.2Ce0.8NdRuO10,145.0
Zr7N2O11,254.0
Zr7N2O11,254.0
CeRhIn5 rt,78.2
CeRhIn5 rt,85.4
Na[BH4] hp2,31.0
La0.4Tb1.6Mo2O7,148.0
Dy hp2,36.3
Dy hp4 o1,36.3
Sr2CuOsO6,229.0
WAl2 hp,168.0
WAl2 hp,157.2
Na0.41CoO2[D2O]1.28 2H,43.3
[OCO] hp5,365.0
Mg2Co3Sn10,75.3
SmFeAsO0.9F0.1 rt,103.0
SrFeAsF lt,111.1
Sr0.5Eu0.5MnO3,213.0
FeS hp2,127.0
FeS hp2,96.0
Ti4GaC3,176.0
Co3InN,211.29
Co3InN,190.35
Ni3InN,179.93
Ni3InN,178.83
CsMgInF6,33.4
TlVTeO5,32.0
Lu[VO4] hp1,194.0
Li2CuO2 hp,107.4
[NH3] IV IV,7.1
[NH3] IV IV,2.0
[NH3] IV IV,7.1
[NH3] IV IV,2.0
[ND3] hp2,8.1
[ND3] hp2,8.1
SrFeRuAs2,63.3
SrFeRuAs2,83.6
InBiO3 hp,134.3
InBiO3 hp,158.4
LaFe4As12,152.09
NaFeAs rt,52.3
NaFeAs rt,62.7
Hf2Al4C5,159.0
NeHe2 hp,5.7
NeHe2 hp,1.7
NeHe2 hp,31.6
BaCa2Si3O9,75.0
Ag[N3] hp,57.0
MgScAlO4,143.0
Ba6Si25,65.0
Pb5[PO4]3Br,49.8
Pb5[PO4]3Br,60.8
AlO[OH] hp1,243.0
AlO[OH] hp1,216.0
AlO[OH] hp1,216.4
AlO[OH] hp1,219.1
AlO[OH] hp1,217.7
Rb0.5K0.5Si,86.17
La4.67[SiO4]3O hp,72.5
BaC2 hp,85.0
Tm[PO4] hp1,291.0
La0.88MnO2.87 ht,167.0
Al2[WO4]3 hp1,28.0
Sc2[MoO4]3 lt,16.0
TiFeO3 hp1,222.0
FeAsS mon,123.0
FeAsS mon,133.0
FeAsS mon,133.0
CaPd3B hyp,123.0
Ba2CuTl2O6.1,82.2
ErH3 hp,81.0
ErH3 hp,74.0
ErH3 hp,81.0
ErH3 hp,81.0
Zn2Ni21B20,182.0
Ba4Ru3O10 orth,113.3
Ba4Ru3O10 orth,113.6
SrSiO3 hp4,211.0
NpSe rt,60.0
NpSe rt,60.0
NpSe rt,60.0
TiO2 hp2,298.0
TiO2 hp2,290.0
TiO2 hp2,235.0
TiO2 hp2,304.0
TiO2 hp2,249.0
Zn[OH]2 hp2,46.7
Ba0.2Ca0.8TiO3,111.0
Ba0.2Ca0.8TiO3,111.0
Ba0.2Ca0.8TiO3,111.0
[NH4][N3],24.5
BaMg[CO3]2 hp,41.9
Yb2Sn2O7,190.0
[OCO] hp3,131.0
CaGeO3 orth,193.9
CaGeO3 orth,254.4
CaGeO3 orth,194.6
Zr0.5Ti0.5 ht-hp,146.0
EuCo2As2,111.0
EuCo2As2,48.0
NdCoAsO,111.2
FeS hp1,57.0
FeS hp1,44.0
Bi0.4Te0.6 hp3,120.0
Ba[CrO4] hp2,53.0
YbRhSb,114.0
YbRhSb,77.0
YbRhSb,32.0
B0.38C0.62 ht-hp,436.0
Cu3LaFe4O12 rt,133.0
Cu3LaFe4O12 rt,118.0
FeSe0.8S0.2,25.5
Ca hp2,92.0
Ca hp2,405.0
Cs[N3] hp1,20.0
CaFeAsF rt,107.7
MgF2 hp2,114.0
MgF2 hp2,123.0
MgF2 hp1,82.0
MgF2 m,98.0
Cu0.15Zn0.85O,175.0
Ru m,354.8
PuCoGa5 hyp,89.0
PuCoGa5 hyp,87.0
Mn2Sb2O7 ht,150.0
Mn2Sb2O7 ht,147.0
Mn2Sb2O7 ht,160.0
Au tet,206.8
Au orth,176.3
Ti4AlN3,196.0
[OCO] lt,6.0
Bi2Te3 hp1,41.25
Bi2Te3 hp1,45.28
B2O3 hp,126.0
B2O3 hp,97.0
ZnTe hp3,134.0
CsC8,93.0
GaAs hp2,57.0
W2N3,331.0
Ga m1,71.9
Ga m1,70.0
Ga hp1,105.2
Ga hp1,67.6
Ga hp1,70.9
S 13-r,17.3
Ti hp1,138.0
Ti hp1,140.0
[C60] lt,14.4
[C60] lt,18.56
CuI 12R,31.0
CuCl hp1,66.0
Ga hp1-m,63.7
Am hp3,100.0
Ga hp4,84.2
Ga hp4,63.7
Ga hp4,67.6
[I2] hyp hp,49.7
[I2] hyp hp,314.0
Na hyp,9.0
Na hyp,9.2
Sn hp6,62.5
Sn hp6,57.5
Sn hp6,76.6
Sn hp3,400.0
Sb hp4,123.0
Te hp3,57.0
Te hp6,403.0
CuBr hp2,64.0
CuBr hp1,49.0
CuBr hp3,84.0
CuBr hp3,51.592
MgSe rt,62.8
MgSe rt,68.1
MgSe rt,65.0
MgSe rt,68.0
MgSe rt,47.0
MgSe rt,62.7
MgSe rt,77.0
[OCO] hp1,87.0
GaTe hp,60.0
Sn3N4,187.2
Sn3N4,158.0
Sn3N4,149.0
TmGa2 hp,95.0
AmTe,69.0
BeTe hp,67.0
BeTe hp,76.6
BeTe hp,83.0
BeTe hp,66.0
BeSe hp,94.7
BeSe hp,103.0
BeSe hp,86.0
Al0.3Ge0.7 hp1,110.0
Zn2Sc hp,84.61
Zn2Sc hp,257.926
Zn2Sc hp,245.942
K2Te2 rt,12.8
K2Te2 rt,12.7
BaF2 hp1,79.0
BaF2 hp1,82.0
MnO2 hp1,328.0
NdI2 rt,25.3
PdO hp,0.545
MnPb[BO3]O,52.7
MnPb[BO3]O,46.9
NaZn2CdF7,83.0
CsAuCl3 rt,13.0
KI hp,10.1
KI hp,24.2
CsAuCl3 hp,13.0
Rh3Bi14,70.0
CaAl4Si2O11 ht-hp,171.0
CaAl4Si2O11 ht-hp,164.0
CaAl4Si2O11 ht-hp,180.0
CaAl4Si2O11 ht-hp,239.0
CaAl4Si2O11 ht-hp,103.0
Ho hp1,35.58
K[C60] ht,18.4
CsH hp2,21.6
CsH hp2,881.0
U2[PO4]2O,61.0
Sr2Cu[BO3]2 hp1,58.0
NaV6O11 lt1,177.0
TiO2 ram,431.0
Zn[CN]2,25.0
Zn[CN]2,90.0
Zn[CN]2,59.0
Nb2CS2 rhom,176.0
LiLa2RuO6,106.0
GeO2 hp2,256.0
Cu2Te2Br2O5,35.0
Y0.375Ta0.625N0.75O,70.0
Cr0.67Mo2Ni0.33B2,162.0
Ba hp1,14.6
Ba hp1,12.6
Ba hp4,58.0
Ba hp1,11.0
RbBr hp,14.8
V3In0.34S4,110.2
GdErO3,164.0
Li0.5Be0.5H1.5,76.0
Li0.5Be0.5H1.5,69.0
Li0.5Be0.5H1.5,60.0
SiO2 hyp cub hyp,122.0
NbN cub,384.0
YbNiGa4,89.0
YbNiGa4,88.1
YbNiGa4,87.9
CoBiO3 hp1,74.0
Sr2GaSbO6 rt,164.0
FeSb2O4 hp1,27.0
FeSb2O4 hp2,45.0
GaAs0.9375N0.0625 hyp,78.0
ScH2.9 hp,103.0
Ba2SmNb4FeO15 rt,55.0
P hp2,95.6
P hp2,127.1
P hp2,72.5
P hp2,132.0
MgSiO3 hp1,313.0
MgSiO3 hp1,253.0
MgSiO3 hp1,273.0
MgGeO3 hp rhom,179.2
MoN trig,404.92
MoN trig,345.35
Sn0.6Bi0.4 hp1,111.0
Zr0.36Ti0.64Ni mart,145.0
Ni m cub1,234.0
Tm hp1,32.11
Tm hp1,44.5
Tm hp2,32.11
Tm hp2,44.5
Tm hp4,32.11
Tm hp4,44.5
Tm hp5,58.089
Fe2CoO4 hp2,145.0
Th0.2U0.8RhAl,136.0
Th0.2U0.8RhAl,142.0
W1.33N2,226.0
W3N4,376.0
W3N4,368.0
ScRh3B0.5C0.5,208.0
C2[CN]4 rt,8.6
Si3N4 hp,292.0
Si3N4 hp,292.3
YSb hp,61.28
YSb hp,58.0
ScSb hyp,68.14
ScSb hyp,58.0
ScSb hp,68.2
ScSb hyp,76.335
C gra,50.0
C gra,319.0
C gra,33.8
C gra,35.8
C lon,440.0
C gra,26.6
C gra,23.4
C gra,24.9
C gra,36.4
FeN m,377.0
Al3BC,116.0
CrTe hp,45.8
ErFe2H5,110.6
UV2Al20,40.0
RbCaH3,24.3
Ti0.64V0.52Al0.84 m,121.5
C dense1,411.0
C dense1,351.0
Sm0.95Ni2,100.0
H2MgSi2O6,130.0
HfO2 hp2,475.0
HfO2 hp2,312.0
HfO2 hp2,259.0
HfO2 hp2,312.0
HfO2 hp2,260.0
HfO2 hp2,331.0
HfO2 hp2,328.0
HfO2 hp1,210.0
HfO2 hp1,240.0
HfO2 hp1,197.0
HfO2 hp1,218.0
HfO2 hp1,266.0
HfO2 hp1,244.0
Cs hp1,3.3
GaAs hp5,57.0
NaCaMg2F7,83.0
Ba2BiSbO6 hp,144.0
YbGaSi,41.0
Sr3Fe2O5,94.0
CaFe2As2 lt2,60.734
Ga2O3 hp2,271.0
Ga2O3 hp2,244.0
Au3Ni,199.7
Hf[MoO4]2 hp1,24.0
HfMo2O8 ht-hp,67.0
Ba2GdNb4FeO15 hp,56.0
Ba2SmNb4FeO15 hp,49.0
SrAlGeH,45.1
FeBiO3 hp OI,110.5
FeBiO3 hp OI,122.0
FeBiO3 hp OIII,99.0
CoBiO3 hp2,104.0
Pr0.03Nd0.65Fe3NiSb12,56.1
CeFe0.9Co0.1AsO rt,64.7
CeFe0.9Co0.1AsO rt,128.4
Sb2Te3 hp1,77.1
ZnNi3B2,180.0
Rb2S hp2,33.0
Rb2S hp1,12.0
[ND4][ClO4],14.91
[ND4][ClO4],11.96
[ND4][ClO4],19.96
[ND4][ClO4],20.5
[ND4][ClO4] hp,22.4
AlPb[BO3]O lt,76.1
AlPb[BO3]O lt,77.4
AlPb[BO3]O lt,77.6
Si96O192[OCO]5.12 orth,23.0
Re3N,394.0
Ge hp3,86.1
RbNa2Si17,81.88
CaNi2P2,122.3
BaNi2P2,110.4
SrNi2P2 ht-hp,101.0
Ag[ClO4] rt,29.0
Rb[OH] hp1,23.2
K[IO4],27.0
Ce[VO4] hp-ht,133.0
LiZnAs cub2,67.0
LiZnAs cub2,68.0
SrPdH3,82.3
Ag0.5Sb0.5Te hp2,45.0
Ag0.5Sb0.5Te hp2,44.5
HfPd2Al,159.0
ZrPd2Al,151.0
LiZnN cub2,139.0
LiZnN cub2,145.0
CdAl2Se4 hp,74.336
CdAl2Se4 hp,63.063
KCl hp,27.0
KCl hp,28.7
KCl hp,27.9
BeO hp,272.0
BeO hp,269.0
BeO hp,266.1
InBi2.778I4 rt,12.0
SrH2 hp,75.0
SrH2 hp,41.3
NaFe4Sb12,85.0
Mg0.5Zn0.5S,60.3
Mg0.5Zn0.5S,61.12
BaTiO3 m,107.0
BaTiO3 m,107.0
BaTiO3 m,107.0
FeGaO3 hp2,296.0
FeGaO3 hp2,383.0
Cs[N5] hp,34.0
LaCo5.22H3.36 orth2,121.8
LaCo5.22H3.36 orth2,123.7
LaCo5.22H3.36 orth2,120.9
LaCo5.22H3.36 orth2,122.4
CsCaH3,23.5
Tl[ReO4] hp2,45.6
Tl[ReO4] hp2,47.6
Li2BeH4 rt,28.4
LiLuF4 hp,85.0
HfPd2In,150.0
ZrPd2In,141.0
CoH ht,204.0
Fe2C m,243.31
GdH3 hp,78.0
GdH3 hp,78.0
YRh3B0.5C0.5,189.0
MnPd3 ht1,168.0
Mg0.4Zn0.6Ni3C,42.8
Ta m cub,248.2
Bi ht-hp2,176.0
Bi ht-hp2,734.0
Bi ht-hp2,56.0
H0.06Mg1.85Fe0.14[SiO4]0.99O0.04,119.2
H0.06Mg1.85Fe0.14[SiO4]0.99O0.04,121.5
SiH4 hp1,7.8
SiH4 hp1,6.1
HoH3 hp,90.0
HoH3 hp,90.0
LuH3 hp,89.0
LuH3 hp,89.0
SmH3 hp,80.0
SmH3 hp,80.0
Gd hp5,45.0
YH3 hp1,145.0
YH3 hp1,145.0
Ga2O3 hp3,263.0
LaAs hp,69.649
LaAs hp,78.6943
ZnGa2O4 hp1,257.0
Be0.06Zn0.94Se,66.5
Be0.06Zn0.94Se hp,75.0
Be0.06Zn0.94Se hp,65.407
Ba[SO4] hp,78.0
Ba[SO4] hp,75.07
Ag[ClO4] hp,38.0
MnFeCoSi,231.0
MnFeCoGe,206.0
MnFeCoGa,188.0
MnFeCoAl,189.0
Sn hp4,53.2
Tb[VO4] hp1,163.0
CaFeAsF lt-hp,135.2
SrFeAsF hp,114.2
CaFeAsF lt,89.4
V hp,179.0
NaZnF3 hp,69.88
NaZnF3 hp,100.26
PbO2 lt,167.0
PbO2 lt,170.0
PbO2 hp4,180.0
PbO2 hp4,181.0
PrCoO3 hp,165.0
FeRh0.8Pd0.2 rt,193.0
ZrTiInC,131.0
Cu2S hp2,113.0
Ba2GdNb4FeO15 ht,68.0
C3N4 tf,432.0
BI3 hp,41.0
Sc2O3 mon,178.0
InN hyp,159.0
InN hyp,144.0
InN hyp,139.0
InN hyp,129.0
Zn0.9Al0.1Te,0.49
Zn0.9Al0.1Te,0.53
FeTe rt,40.7
BaIF rt,41.4
Rh3Bi12Br2,67.0
Y[VO4] hp,136.0
Y[VO4] hp,144.9
Y[VO4] hp,161.4
KAlH4 hyp,10.34
LiB lt,48.0
LiB lt,47.0
Sc2[WO4]3 hp,14.0
Sc2[WO4]3 hp,13.3
Sc2[WO4]3 hp,90.0
Sc2[WO4]3 hp,72.0
FeBiO3 tf,72.3
Mg[OH]2,39.4
KBr hp,17.0
Hf3N4,227.0
Hf3N4,541.0
Hg hp4,78.0
Hg hp4,61.0
Hg hp4,271.0
V0.976Cr0.024O2 rt,141.1
MgF2 hp3,158.0
MgF2 hp3,163.0
Ba[OH]2 hp,60.0
Na4[C60],52.0
Na4[C60],51.0
P hp4,84.1
P hp4,99.0
CeRu4As12,127.0
In2O3 hp4,187.0
AlH3 hp1,44.9
AlH3 hp2,50.4
CsOs2O6,123.8
Rb[OH] hp2,33.6
K[OH] hp,56.8
LiRh2Si2,200.0
CuN0.33 hp,130.0
Mg2Si hp1,102.65
Mg2Si hp1,58.81
BaH2 hp1,31.1
BaH2 hp1,24.0
BaH2 hp1,34.7
Ba[O2] hp,259.0
PrO2 hp,253.0
BaRu4As12,127.0
OsB hex,360.0
AuIn2 hp,168.0
SrPtAs,44.5
SrPtAs,10.0
SrPtAs,79.0
TiMnO3 hp orth,210.0
TiMnO3 hp orth,189.0
TiMnO3 hp orth,334.0
TiMnO3 hp orth,152.0
Cu0.15Zn0.85O hp,259.0
EuH3 hp3,14.33
EuH2 hp1,11.2
CeFe2 hp,105.0
Y hp4,108.0
NaMnSi2O6,131.1
MnCoRhSb,151.0
MnCoRhGa,196.0
Ru2C,178.0
Ru2C,302.0
Yb0.235Ti0.53Nb0.235PbO3,99.0
Yb0.235Ti0.53Nb0.235PbO3 hp,204.0
LiY2Si2,79.0
ZnSe hp1,104.0
ZnSe hp1,54.0
ZnSe hp1,92.16
Pb[MnO4],67.0
Pb[MnO4],71.0
CoGe1.5Te1.5 ht,55.87
MgMn2O4 hp,196.0
NdCoO3 hp,230.0
ZnS hp,47.5
ZnS hp,85.02
ZnS hp2,104.0
ZnS hp2,105.6
ZnS hp2,104.4
ZnS hp2,108.9
Ca0.3Pr0.7MnO3 hp,320.0
Gd1.98Er0.02O3 hp,185.0
Gd1.98Er0.02O3 hp,150.0
Ho2O3 ht2,143.5
Ho2O3 ht2,204.0
Bi0.57Te0.43 hp,77.0
Y0.5U0.5Ti1.5Nb0.5O6,137.6
Y0.5U0.5Ti1.5Nb0.5O6,153.2
Na4[C60] hp1,135.0
Mo fcc,256.4
SiO2 mel,126.1
CfBi rt,105.0
CmBi hp1,72.63
VFe3 hyp,236.0
MgO hp,181.0
NaF hp,70.0
CaS hyp,72.0
CaS hyp,64.55
BeS hp,135.6
BeS hp,116.0
BeS hp,106.0
CuI hyp,46.116
GeSi hyp,87.3
AlN hyp,215.0
AlN hyp,218.0
AlN hyp,211.78
AlN hyp,209.0
AlN hyp,203.0
AlN hyp,209.0
CrFe hyp1,269.0
CrFe hyp2,266.0
Cr3Fe hyp3,233.0
Cr3Fe hyp3,257.0
CdTeIx,0.5
CdTeIx,0.45
ZnTeClx,0.49
ZnTeClx,0.53
Si0.875C0.125,91.9
Si0.875C0.125,97.9
FeSi2 hyp,198.0
CoN hyp hyp,377.0
NiN hyp m,362.0
CrAl12 hyp,105.0
Cr0.99Pd0.01,163.0
BeO hyp,250.0
BeO hyp,229.0
BeO hyp,240.0
BeO hyp,297.0
BeO hyp,228.1
C3N4 m3,121.0
ZrAl3 hyp hyp,99.0
KH hp,28.5
NaH hp,28.0
NaH hp,28.0
Ga0.50Sb0.50 hp1,59.0
C3N4 hyp,440.0
BN hyp hp,406.0
BN hyp hp,2750.0
CuI rt cub2,36.6
CuI rt cub2,51.3
CuI rt cub2,39.447
Fe2N hex,172.0
Fe2N hex,220.0
Mo2C rt,307.0
Mo2C rt,307.0
SiO2 hyp tet hyp,22.6
Al0.5Sb0.5 hp1,59.0
AgGaS2 hp2,100.0
Li lt3,97.3
Li lt3,97.2
Li lt3,97.3
Ba hp calc,10.3
Ba hp calc,7.1
Lu hp3,59.0
Lu hp1,61.0
Lu hp2,60.0
[H2] hyp2,103.0
[H2] hyp2,107.0
Ga4Sb3As cub,54.0
Ga4Sb3As cub,65.2
Al0.5Ga0.5As tet1,77.6185
Ga2SbAs lt,61.0
Sc cub,118.0
Sc cub,249.0
Sc cub,54.1
Ti cub,126.0
Ti cub,130.0
V cub,208.1
Co hyp hyp,353.9
Cu hyp1,168.0
Cu hyp1,185.0
Cu hyp1,312.1
Cu hyp1,179.0
Cu hyp1,160.0
Zr hyp,104.7
Nb cub,179.8
Tc hp cub,318.8
Ru hp cub,329.0
Rh cub1,278.5
Pd hyp,193.6
Ag cub,126.8
La hp,49.5
Ta hyp,220.6
Ta hyp,222.0
Re cub3,374.3
W hex,320.8
W cub,279.4
Os cub,378.3
Re cub2,353.3
Ir cI,348.1
Os hyp,401.0
Os hyp,441.9
Ir hex,359.1
Pt hyp2,272.1
Pt hyp1,241.2
Sm hp2,33.0
Gd2.55Er0.45Ga5O12,164.0
ScGd2.01Er0.99Ga4O12,165.0
Sc0.988Nd0.066Gd2.934Cr0.024Ga3.988O12,158.0
Cd0.5GaSe2 rt,41.5
Np cub,160.0
Np cub,150.0
Np cub,75.0
Np ht3,190.0
Np ht3,120.0
KAlH4 m,13.13
KOs2O6 rt,116.6
NaOs2O6 hyp,113.9
RbOs2O6 hyp,118.8
TiFeO3 hp2,207.0
K3AlH6 rt,23.2
Al0.5In0.5N hyp,172.1
Al0.5Ga0.5N hyp,208.0
PuRhGa5,104.0
PrFe4P12 lt,214.0
Sb0.5BN0.5,133.0
Sb0.25BP0.75 hyp,119.0
Sb0.75BAs0.25 hyp,109.0
Zr[SiO4] hp,258.0
Zr[SiO4] hp,220.0
Zr[SiO4] hp,268.3
Zr[SiO4] hp,271.3
Cu3RhN hyp,224.0
Cu3RhN hyp,164.0
Cu3RuN hyp,216.0
Cu3RuN hyp,162.0
CrCo2Si,227.0
Si hyp,81.877
Al3BC3 hp,158.0
B rhom3,180.0
TaNO hyp,299.0
W2AlC,262.0
Mo2AlC,232.0
Sn cub,53.4
Sn cub,57.4
CaAlH5 hyp ort1,33.5
BC2N hyp2,399.2
BC2N hyp3,353.2
BC2N hyp,391.4
BC2N hyp4,367.4
P hp6,9.1
P hp6,111.0
BeAlH5 mon2,30.6
BeAlH5 mon1,31.3
SrAlH5,34.8
MgTe0.5S0.5,41.2
ZnTe0.5S0.5 tet,52.2
MgZnTe2,37.3
MgZnTe2,37.4
MgZn3Te4,40.9
MgZn3Te4,36.0
MgZn3Te4,40.79
Mg3ZnS4,57.2
Mg3ZnS4,63.1
Mg3ZnS4,65.14
MgZnTe0.44S1.56,53.3
Mg4Te2S2,37.3
Mg4Te2S2,47.6
Zn4TeS3,59.9
Zn4TeS3,47.2
Am hp5,100.0
MgCo1.5Ni1.5C,45.1
MgCo1.5Ni1.5C,45.8
Fe3O4 lt orth2,169.0
OsN2 hp,352.0
OsN2 hp,362.0
OsN2 hp,420.0
OsN2 hp,368.0
OsN2 hp,1492.0
OsN2 hp,1179.0
OsN2 hp,809.0
OsN2 hp,914.0
OsN2 hp,1353.0
OsN2 hp,1729.0
UO2 hp1,192.5
UO2 hp1,200.6
LaF3 hp2,129.0
LaF3 hp2,257.43
MgS hyp,55.59
MgS hyp,60.0
MgSe hyp,45.1
MgSe hyp,49.0
CdCr15,135.0
Cr15In,158.0
Cr15Sn,163.0
AgCr15,141.0
Cr15Sb,167.0
Cr15Rh,185.0
Sc2O3 trig,180.0
Lu2O3 A,154.2
Tm2O3 trig,146.7
IrN3,284.0
IrN3,242.0
RuSi2 orth,198.0
HgPo tet tet,44.9
La2N3 cub cub,94.0
La2N3 hex hex,107.0
HgI2 hp2,400000.0
HgI2 hp2,114.0
CeF3 hyp,254.4
PrF3 hyp,240.05
NdF3 hyp,262.65
UBi hp,86.59
ScAs hyp,85.7
ScAs hyp,91.4
ScAs hyp,108.124
CuAl ht,60.96
Hf7N2O11,269.4
Ho hp2,39.34
PrFeO3 hp,354.0
Nd2TiO5 hp2,184.0
WB4 hex,325.0
WB4 hex,342.0
WB4 hex,324.0
WB4 hex,259.0
WB4 hex,324.0
WB4 hex,256.0
WB4 hex,326.0
BeCN2 hyp,315.0
BeCN2 hyp,333.0
Sn hp5,59.1
Sn hp5,60.1
[H2] hp cub2,106.0
Hg hp5,22.0
Hg hp5,45.0
Hg hp5,267.0
BaPb0.75Bi0.25O3,171.0
Sr2CuBi2O6.4 rt,170.0
EuPd2Ge2,81.0
Ga2SbAs,59.6
Cd cub1,56.8
Mg hyp,37.7
Mg0.5Zn0.5Te hyp,37.5
Pa orth,118.0
La0.3Yb0.7Rh2Si2,189.0
FeBiO3 mon,79.0
LiCr3O8 mon,49.102
LiCr3O8 mon,53.522
MgTe0.75Se0.25 hyp,37.9
Sr2Bi2O5 hp1,71.0
Th0.15U2.85Al2Ge3,100.0
Th0.15U2.85Al2Si3,100.0
ZnIn2O4 hyp,123.0
Na2BeH4 rt,14.0
Na2BeH4 hp,25.1
Ti3VAl2,117.5
V0.75Ga0.25N,267.8
MgSiO3 hyp,251.0
MgSiO3 hyp,689.0
Ba8Si43,51.0
Ba8Si43,100.0
Cr3O8 hyp,34.743
Cr3O8 hyp,4.396
AlH3 alpha,49.0
AlH3 alpha,40.0
MgS hyp hex,63.0
MgTe hp2,51.0
ZrMn2 hex,190.0
ZrMn2 hex,180.0
ZrMn2 cub,199.0
ZrMn2 cub,181.0
ZrMn2 cub,152.0
ZrMn2 cub,184.0
ZrMn2 cub,197.0
Al2O3 hp2,229.0
Ga0.75B0.25N,198.0
Ga0.75B0.25N,228.0
ZnF2 hp,115.0
TlSc2C,96.0
TlSc2C,90.0
OsC hex,292.0
AlBi,38.75
LaBi tet,54.916
LaBi tet,65.1342
LaP lt,78.8418
LaP lt,91.1523
Al0.75B0.25N,235.0
Y hp3,61.57
Cu0.5Ga0.5S hp,105.0
LaGa hp,77.0
LaGa hp,58.39
Ba4Ga8Ge15 cub1,67.2
GaAs hyp,74.0
Cu2Ga0.05Ge0.95Se3,34.1
RbFe[MoO4]2 hp,80.0
AuGa2 hp1,112.0
AuGa2 hp2,157.0
Zn cub1,91.9
Zn cub2,78.9
Cd cub2,56.2
Hg hyp,80.5
Hg cub,37.4
MgSiN2 hyp,195.0
[C70] hp,351.0
Np hex,160.0
Np hex,110.0
SiO2 BGB1,21.5
Mg[NCN] hyp,210.0
BeSiN2 hyp,240.0
Si hp,93.25
Pu3Fe5O12,171.2287
La3Fe5O12,168.5557
Ra cub2,10.0
CrFe3N,267.0
TiFe3N,596.0
CdTeClx,0.5
CdTeClx,0.45
Cd0.5Te0.5 hp,68.7
TcFe hyp hyp,229.0
TcFe hyp hyp,241.0
FeRu hyp hyp,217.0
FeRu hyp hyp,230.0
AgFe hyp hyp,132.0
AgFe hyp hyp,120.0
FePd hyp,170.0
FePd hyp,182.0
MoPd3 hyp hyp,235.0
LiAl hyp hyp,61.57
TiO2 hyp,282.0
HgPo hyp hyp,40.9
Ni3Al hyp1,143.5
GaAs hp7,73.0
NiO hp,325.0
Co[C2O4][NO2][NH3]5,28.0
ZnS hyp hp,92.0
BeS hyp hp,127.5
RbH hp,18.4
W0.513Mo0.331Re0.156,303.9
Hf0.0124Ta0.9102W0.0774,100.0
Ti3AlH cub,1.6
Y0.03Cr0.97,203.0
Rb hp6 tet,1.92
V0.5Ni3Al0.5,2.3e-07
Nb0.75Ni3Al0.25,140.8
Ag0.5FePd0.5,145.0
FeRu0.5Rh0.5,213.0
