formula,Temperature,Eg (eV)
Ba3Sn2P4 mon2,298.0,0.9
Ag0.5Sb0.5Te0.5Se0.5,298.0,0.24
Rb2Te[SeO4][OH]6 rt,298.0,0.042
Ca0.5Pr0.5CoO3 rt,298.0,0.0081
ScDyO3,298.0,5.9
ScDyO3,298.0,6.1
ScSmO3,298.0,5.6
V2O5 hp1,,0.21
Ag[ReO4],298.0,3.71
Ag[ReO4],298.0,2.61
Ag[ReO4],298.0,-80.0
KB5O6[OH]4[H2O]2,298.0,5.1
NaNbO3 lt,298.0,4.13
BaBi2[MoO4]4,298.0,3.23
Cs2AgF4 orth,298.0,0.25
Li0.4Zr2N2Cl2,298.0,4.9
Li0.4Zr2N2Cl2,298.0,2.5
EuTb2Se4,298.0,2.0
EuYb2S4,298.0,1.6
Cu6PS5Cl rt,298.0,2.128
Na5Zn3.5Sn3.5S13[H2O]6 rt,298.0,2.9
Tb[MoO4]F,298.0,3.61
Gd[MoO4]F,298.0,3.63
Dy[MoO4]F,298.0,3.7
NaSr2ReO6 rt,298.0,2.47
LiBa2ReO6 rt,298.0,2.44
NaBa2ReO6,298.0,2.47
Hg3UTe2Cl6,298.0,2.6
Hg4UAs2Cl6,298.0,1.9
NaYP4O12,298.0,4.96
Na2SrNb4Bi2O15,298.0,2.86
H1.8Na2Sr0.8Nb4Bi0.2O13,298.0,2.95
Sr3Se2[SeO3]Cl2O5,298.0,4.4
Sr3Se2[SeO3]Cl2O5,298.0,3.49
Sr4Te3Cl4O8 rt,298.0,4.0
Sr4Te3Cl4O8 rt,298.0,3.16
Li2PtO3,298.0,2.3
Li2PtO3,298.0,2.32
CuScO2 hex,298.0,3.3
LaV0.5Ni0.5O3,298.0,0.45
Sr2Ca2Cu3Bi2O10 ht,298.0,38.0
Na3Gd[PO4]2 mon2,298.0,5.4
Na3Gd[PO4]2 mon2,298.0,4.185
Li2CaTa2O7 rt,298.0,4.36
Mg0.05Ta0.95N0.85O1.15 tet,298.0,2.2
Eu0.013Al0.137Si5.85N7.837O0.163,298.0,5.45
SmFeAsO0.9F0.1 rt,298.0,10.0
SmFeAsO0.9F0.1 rt,298.0,3.6
SmFeAsO0.9F0.1 rt,298.0,16.6
SmFeAsO0.9F0.1 rt,298.0,6.45
SmFeAsO0.9F0.1 rt,298.0,6.0
SmFeAsO0.9F0.1 rt,298.0,18.0
BaAg2Te2,298.0,0.5
BaCu2Te2,298.0,1.0
BaCu2Te2,298.0,0.6
SrFe1.8Co0.2As2 rt,298.0,2.7
LaFeAsO lt1,5.0,11.0
Cu0.8Ga1.2In1.2Se4,298.0,1.29
CeFeAsO0.84F0.16 rt,0.0,1.9
YBO3 sub,298.0,8.3
YBO3 sub,10.0,7.5
CaGaBiB2O7,298.0,2.9
CaGaBiB2O7,298.0,2.9
CaGaBiB2O7,298.0,2.9
CaGaBiB2O7,298.0,2.9
K0.5Ba0.5Fe2As2 rt,298.0,8.35
K0.5Ba0.5Fe2As2 rt,298.0,12.0
K0.5Ba0.5Fe2As2 rt,298.0,6.8
K0.5Ba0.5Fe2As2 rt,298.0,9.2
K0.5Ba0.5Fe2As2 rt,298.0,9.4
K0.5Ba0.5Fe2As2 rt,38.0,9.5
K0.5Ba0.5Fe2As2 rt,38.0,2.5
K0.5Ba0.5Fe2As2 rt,38.0,4.3
K0.5Ba0.5Fe2As2 rt,38.0,14.1
K0.5Ba0.5Fe2As2 rt,298.0,3.3
K0.5Ba0.5Fe2As2 rt,298.0,7.6
K0.5Ba0.5Fe2As2 rt,298.0,10.0
K0.5Ba0.5Fe2As2 rt,298.0,7.9
K0.5Ba0.5Fe2As2 rt,298.0,4.4
K0.5Ba0.5Fe2As2 rt,298.0,7.6
K2Cd2Te3,298.0,1.93
K2Cd2Te3,298.0,1.52
K6CdTe4,298.0,2.51
K6CdTe4,298.0,1.86
K2ZnTe2,298.0,3.0
K2ZnTe2,298.0,2.3
Sc0.95Gd1.05Se3,298.0,1.2
Sc0.96Gd3.04S6,298.0,1.5
Cu2EuSnS4 orth,298.0,1.85
Tl[IO3]3,298.0,3.4
Tl[IO3]3,298.0,2.2
Tl2[IO3]3,298.0,2.9
Tl2[IO3]3,298.0,1.8
K3In3[PO4]4,298.0,2.8
K3In3[PO4]4,298.0,3.01
Ag2NbP2S8,298.0,2.02
LiSi2N3,298.0,6.4
LiSi2N3,298.0,5.6
LiSi2N3,298.0,5.0
KAg2PS4,298.0,3.02
KOs2O6 ht-hp,298.0,4.69
KOs2O6 ht-hp,298.0,1.94
Pb6[MoO4][BO3]2O2,298.0,2.9
Pb6[MoO4][BO3]2O2,298.0,2.4
Pb6[CrO4][BO3]2O2,298.0,1.7
La6CoCl11,298.0,0.8
La6CoCl11,298.0,0.2
Y4US5O3,298.0,750.0
Fe2B2O5,298.0,3.6
SmFeAsO0.9F0.1 lt,298.0,3.68
SmFeAsO0.9F0.1 lt,298.0,3.53
SmFeAsO0.9F0.1 lt,4.52,6.67
SmFeAsO0.9F0.1 lt,4.2,6.5
SmFeAsO0.9F0.1 lt,40.0,1.4
SmFeAsO0.9F0.1 lt,4.2,10.0
SmFeAsO0.9F0.1 lt,4.2,4.0
SmFeAsO0.9F0.1 lt,298.0,8.0
SmFeAsO0.9F0.1 lt,298.0,3.0
SmFeAsO lt,4.2,10.0
SmFeAsO lt,4.2,4.0
SmFeAsO lt,298.0,8.0
SmFeAsO lt,298.0,3.0
InSn2Bi3Se8,298.0,0.2
In0.2Sn6Bi1.8Se9,298.0,0.1
BaMn2As2,298.0,0.054
BaMn2As2,298.0,0.024
BaMn2As2,298.0,0.1
BaFe1.945Ni0.055As2 rt,298.0,2.8
BaFe1.945Ni0.055As2 rt,2.0,10.5
BaFe1.945Ni0.055As2 rt,2.0,4.2
InBiO3 hp,298.0,1.5
InBiO3 hp,298.0,0.17
KBiSiS4,298.0,2.25
KBiSiS4,298.0,2.022
ZnHg3S2Cl4,298.0,2.65
Zn6S5Cl2,298.0,2.71
In2B[PO4]3,298.0,5.39
In2B[PO4]3,298.0,3.75
BaZn3YGaO7,298.0,4.38
BaZn3LaGaO7,298.0,4.0
BaZn3EuGaO7,298.0,4.24
BaZn3NdGaO7,298.0,3.98
BaZn3GdGaO7,298.0,4.26
BaZn3SmGaO7,298.0,4.16
BaZn3DyGaO7,298.0,4.3
Cu3Ta7O19,298.0,2.47
Cu3Ta7O19,298.0,0.55
SrLaTi2TaBi2O12,298.0,3.48
SrTi2TaBi3O12,298.0,3.32
C2N[CN]2,298.0,0.302
Sc0.67WO4,298.0,0.15
Pb0.5Sn2.5Bi2Se6,298.0,0.4
La3Eu2[SiO4]2BO5,298.0,6.41
CuZr1.86S4,298.0,1.26
Cu3[CN]3[NH3],298.0,2.41
Cu3[CN]3[NH3],298.0,1.12
KTi2F7,298.0,6.5
KTi2F7,298.0,5.0
Cd3Al3Bi[BO3]4O3,298.0,3.19
Cd3Al3Bi[BO3]4O3,298.0,2.44
Mn2Sb2S5[N2H4]3,298.0,2.09
In4Bi3S10,298.0,1.42
UTa2S6Cl6O,298.0,2.08
Sr6Y2Fe8O21,298.0,1.8
[H3O]0.6TiO0.9F2.8,298.0,3.2
SrTi0.6Ru0.4O3,298.0,0.4
La2Co2Se2O3,298.0,1.5
La2Co2Se2O3,298.0,1.5
Na0.32Ti2Bi1.68O6.46[OH]0.44,298.0,2.5
CeRh2O5,298.0,1.0
Ce0.55Rh2O4,298.0,1.8
Cs2Al2B2O7,298.0,4.13
LiAuLa4O8 orth2,298.0,1.9
LiAuLa4O8 orth2,298.0,3.0
Nb0.87Si0.09N0.87O0.13,0.0,3.4
[NH4]2CaB8O10[OH]8[H2O]8,298.0,6.53
Ag[N3] hp,298.0,1.98
LiLa9Mo16O35,298.0,0.57
LiB12PC,298.0,3.08
LiB12PC,298.0,1.94
BaLa2PdO5,298.0,2.4
BaLa2PdO5,298.0,3.0
AlSb5Se5Cl4,298.0,1.3
Zn3B7ClO13 rt,471.0,6.157
Zn3B7ClO13 rt,415.0,6.174
Zn3B7ClO13 rt,348.0,6.195
Zn3B7ClO13 ht2,718.0,6.07
Zn3B7ClO13 ht2,705.0,6.075
K0.5Ba0.5Fe2As2 lt,298.0,6.8
K0.5Ba0.5Fe2As2 lt,298.0,3.0
K0.5Ba0.5Fe2As2 lt,10.0,9.1
K0.5Ba0.5Fe2As2 lt,10.0,4.0
K0.5Ba0.5Fe2As2 lt,10.0,9.3
K0.5Ba0.5Fe2As2 lt,10.0,9.0
K0.5Ba0.5Fe2As2 lt,298.0,5.99
K0.5Ba0.5Fe2As2 lt,298.0,5.72
K0.5Eu0.5Fe2As2,298.0,2.2
K0.5Eu0.5Fe2As2,298.0,7.72
KFe2As2,3.5,4.6
KFe2As2,3.5,0.4
KFe2As2,298.0,0.92
KFe2As2,298.0,3.5
Ca0.95Pr0.05Fe2As2 rt,298.0,6.2
CsGeBr3,298.0,2.38
CsGeBr3,298.0,-610.0
CsGeBr3,298.0,2.32
Na0.001Cu0.999InS2,298.0,1.4
PrMn0.5Co0.5O3 orth,298.0,0.97
SmMn0.5Co0.5O3 orth,298.0,1.6
NdMn0.5Co0.5O3 orth,298.0,1.15
Nd0.5Sm0.5Mn0.5Co0.5O3,298.0,1.37
PrMn0.5Ni0.5O3 orth,298.0,1.0
EuMn0.5Ni0.5O3 orth,298.0,1.32
GdMn0.5Ni0.5O3 orth,298.0,1.4
NdMn0.5Ni0.5O3 orth,298.0,1.02
Nd0.5Sm0.5Mn0.5Ni0.5O3,298.0,1.15
SmMn0.5Ni0.5O3 orth,298.0,1.23
Na0.5Ag0.5NbO3 rt,298.0,2.98
PtSnS,298.0,0.5
PtSnTe orth,298.0,0.1
PtSnSe,298.0,0.3
BaTi2Sb2O rt,298.0,4.4
Ce0.5Nd0.5TiO3,298.0,0.07
Nb10Se40I3 rt,0.0,0.3206
ZnPb8[BO3]6,298.0,3.064
CdPb8[BO3]6,298.0,3.515
CdPb8[BO3]6,298.0,3.131
Hg3As8S8Br6,298.0,2.04
CsBe4[BO3]3,298.0,5.98
Zn0.5Cd0.5Se0.5S0.5 cub,298.0,2.13
Zn0.5Cd0.5Se0.5S0.5 cub,298.0,9560000.0
ScAlCO hex,298.0,0.6
ScAlCO hex,298.0,1.2
Ce0.5Bi0.5O1.75,298.0,2.34
Mg0.1Zn0.8Al0.1O,298.0,3.6
Cu0.01Zn0.94Co0.05O,298.0,3.17
RhSbAs,298.0,1.0
IrSbAs,298.0,1.0
IrSbAs,298.0,0.4
Cr2FeO4 lt orth,10.0,2.5
PrMoO4.5,298.0,2.44
Mg10Ir19B16,298.0,0.94
Mg10Ir19B16,298.0,3.55
Mg10Ir19B16,3.8,0.39
Mg10Ir19B16,298.0,0.58
Mg10Ir19B16,298.0,4.93
Mg10Ir19B16,0.0,3.0
K6Sn2S7,298.0,2.66
CaGeO3 orth,298.0,1.68
CaGeO3 orth,298.0,2.31
CaGeO3 orth,298.0,2.41
CaGeO3 orth,298.0,1.75
AgGaO2 orth,298.0,2.19
La0.9MnTe0.1O3,298.0,0.208
Zn0.9Cr0.1O,298.0,3.53
ScNb2VO9,298.0,3.397
ScTa2VO9,298.0,3.523
Zn1.55In0.9Sn0.55O4,298.0,3.42
Cd1.7In0.6Sn0.7O4,298.0,2.8
Cd1.7In0.6Sn0.7O4,298.0,0.56
Tl0.75FeCo3Sb12,298.0,0.2
ZnSiAs1.25P0.75,298.0,0.24
SrCuLaBi2O6.54,298.0,12.0
TiBrO rt,298.0,2.0
CuLa3GaSe7,298.0,1.36
Y0.1Fe1.9NiO4,,0.278
GaInO3 mon,298.0,4.22
BaFe1.92Co0.08As2 rt,298.0,44.8
BaFe1.92Co0.08As2 rt,298.0,3.6
BaFe1.92Co0.08As2 rt,0.0,2.8
BaFe1.92Co0.08As2 rt,15.0,1.8
BaFe1.92Co0.08As2 rt,0.0,1.0
BaFe1.92Co0.08As2 rt,0.0,2.1
BaFe1.92Co0.08As2 rt,6.5,2.11
BaFe1.92Co0.08As2 rt,6.5,0.98
BaFe1.92Co0.08As2 rt,298.0,3.7
BaFe1.92Co0.08As2 rt,298.0,3.1
BaFe1.92Co0.08As2 rt,298.0,7.4
BaFe1.92Co0.08As2 rt,0.1,1.2
BaFe1.92Co0.08As2 rt,0.0,1.64
BaFe1.92Co0.08As2 rt,0.0,6.2
[CN3H6]2Zn[SO4]2 rt,298.0,5.39
Ba2Y2Mn4O11,298.0,0.58
Ba2Y2Mn4O11,298.0,1.25
Hf0.5Ti0.5NiSn rt,298.0,0.46
SrAl1.5Si3.5N6.5O0.5,298.0,5.57
Mg2FeH6,298.0,1.8
Mg2FeH6,298.0,2.0
Mg2FeH6,298.0,1.74
Na1.5Ga1.5Sn1.5S6,298.0,1.75
Cu0.5In0.5Se0.235S0.765,298.0,1.17
Li0.5Fe1.5CoO4,,0.313
HfCo0.4Ni0.6Sn,298.0,0.282
BaYMn2O5,298.0,0.88
BaYMn2O5,298.0,1.49
Nd0.175FeBi0.825O3 rt,298.0,0.934
EuFe2As1.4P0.6 rt,25.0,4.75
SrMn2As2,,0.25
Li2RhO3,298.0,0.078
Cu0.15Zn0.85O,298.0,3.42
PuCoGa5 hyp,298.0,6.0
PuCoGa5 hyp,298.0,4.8
Ca3Ti2[SiO4]3,298.0,24000.0
Bi0.5Sb0.5SI,298.0,1.67975
Ba2.9Eu0.1Si6N2O12,298.0,7.05
Ba2.9Eu0.1Si6N2O12,298.0,5.08
Ba2.9Eu0.1Si6N2O12,298.0,4.8
Ba2.9Eu0.1Si6N2O12,298.0,6.93
V5O9 lt,298.0,0.15
V5O9 lt,298.0,0.3
Nb2O5 R,298.0,6.0
TiCl3 rt trig1,298.0,7.3
Rb[C60] rt,298.0,0.6
WO3 hex,298.0,0.6
NbSe2 lt 2H,1.6,1.065
NbSe2 lt 2H,2.0,1.0
NbSe2 lt 2H,298.0,1.26
NbSe2 lt 2H,298.0,0.73
BaP10 rt,298.0,1.9
InSe ht-hp,460.0,160000.0
InSe ht-hp,460.0,1570000.0
InSe ht-hp,300.0,110000.0
InSe ht-hp,300.0,1330000.0
InSe ht-hp,298.0,-0.45
Th2P11,298.0,0.3
V6O13 lt,298.0,0.21
SiO2 kea,298.0,6.43
SiO2 kea,298.0,9.3
B2O3 hp,298.0,8.85
ZnS 10H1,0.0,3.45
ZnS 10H1,0.0,4.8
SiC 10H,298.0,2.66
[C60] lt,298.0,1.18
[C60] lt,298.0,2.25
CuI 12R,298.0,-14.8
CuI 12R,298.0,3.09
CuCl hp1,0.0,0.526
Zr3N4 rt,298.0,1.6
Zr3N4 rt,298.0,0.68
Zr3N4 rt,298.0,0.9
PbI2 hp 14H,298.0,1.44
PbI2 hp 14H,298.0,-90.0
PbI2 hp 14H,298.0,-150.0
PbI2 hp 14H,298.0,2.0
PbI2 hp 14H,298.0,2.325
PbI2 hp 14H,298.0,2.5
HBr lt2,0.0,3.7
HBr lt2,0.0,3.4
HBr lt2,0.0,3.6
Li10B103 rhom1,298.0,1.2
Li10B103 rhom1,298.0,1.8
Li10B103 rhom1,298.0,1.5
Ba3[C60],298.0,0.35
Ba3[C60],298.0,2.2
Na9.7[C60],298.0,0.38
CdI2 8H2,298.0,3.8
K10Mn4Sn4S17,298.0,2.25
K10Mn4Sn4S17,298.0,2.3
K10Zn4Sn4S17,298.0,3.2
K10Zn4Sn4S17,298.0,3.1
K10Co4Sn4S17,298.0,1.31
K10Co4Sn4S17,298.0,1.8
Tb1.8Si8B36C2,298.0,0.9
Na2PdC2,298.0,2.6
Na2PdC2,298.0,0.2
C dia-n,298.0,0.0
Te hp6,298.0,14.46
Te hp6,298.0,20.51
CuBr hp1,298.0,7.4
CuBr hp1,298.0,2.49
ZrI2 mon,298.0,0.13
TlI tf,298.0,3.0
TlI tf,298.0,3.0
Ba6[C60],298.0,0.0
MgSe rt,298.0,9.06
MgSe rt,298.0,9.3
MgSe rt,298.0,4.14
MgSe rt,298.0,7.2
MgSe rt,298.0,2.5
MgSe rt,298.0,1.62
MgSe rt,298.0,9.9
MgSe rt,298.0,2.81
Sn3N4,298.0,1.4
Sn3N4,298.0,0.2
Na2C2 ht,298.0,1.6
Na2C2 ht,298.0,0.5
AgF,298.0,0.0
Na6[C60] ht,298.0,1.35
TiO2 hol,298.0,2.5
K2Te2 rt,298.0,0.18
LiNi2O4,298.0,0.27
LiNi2O4,298.0,0.01
LiNi2O4,298.0,0.03
LiNi2O4,298.0,0.04
LiNi2O4,298.0,0.08
Ag0.5Cu0.5GaS2,298.0,2.4
Sr3MnRuO7,298.0,0.08
Ba3ZnTa2O9 rt,298.0,4.32
RbKBi8Se13,298.0,0.64
Tl2BiP2S7,298.0,1.97
AgBi2.7Sb0.3S5,298.0,0.6
La2RuO5 lt,298.0,0.048
Zn3.5Sn8.5P11I4,298.0,0.25
Zn3.5Sn8.5P11Br4,298.0,0.15
SrZrS3 rt,298.0,0.8
SrZrS3 ht,298.0,1.0
K2BaNb2S11,298.0,1.77
Ba5Si2N6,298.0,1.6
BaPb0.75Bi0.25O3 lt,298.0,3.2
CaZn2[OH]6[H2O]2,298.0,3.24
NaTi2O4,298.0,0.2
K6Ta1.03Nb2.97S25,298.0,2.01
Na0.5Y0.5TiO3,298.0,3.47
CdHg4As2I4,298.0,1.45
CdHg4As2I4,298.0,1.11
SrSc2Te4,298.0,0.1
BaSc2Te4,298.0,0.2
V4GaS8 lt2,298.0,0.14
Mo4GaS8 lt,298.0,0.08
LaV0.5Co0.5O3,298.0,0.41
K3Ta1.47Nb0.53S11,298.0,1.88
K3Cu3Ta1.02Nb0.98S8,298.0,2.61
KCu2Ta0.47Nb0.53S4,298.0,2.5
SmEr3Se6,298.0,2.0
NaLiCdS2,298.0,2.4
NaLiCdS2,298.0,1.0
NaLiCdS2,298.0,2.43
NaLiCdS2,298.0,2.37
Na2EuGeSe4,298.0,2.03
Na0.75Eu1.625GeSe4,298.0,2.0
Cs2Nb4O11 rt,298.0,3.15
Rb2BaNb2Se11,298.0,1.53
Ag2TeS3,298.0,0.35
Li3Sc[BO3]2,298.0,4.4
Na2Si2O5 hp,298.0,6.89
Na2Si2O5 hp,298.0,8.46
Na2Si2O5 hp,298.0,1.81
Na2Si2O5 hp,298.0,3.27
NaEuP4O12,298.0,4.14
CsH hp2,298.0,1.4
CsH hp2,298.0,1.89
CsH hp2,298.0,-2.37
PtSiTe,298.0,1.6
Sr2LaAlO5,298.0,5.9
Sr2LaAlO5,298.0,3.0
CuTeBr rt tet,298.0,1.5
LaFeO3 ht2,298.0,0.45
Ba8V7O22,298.0,0.31
Ba8V7O22,298.0,0.36
Ba8V7O22,298.0,0.48
BaV[Si2O7],298.0,2.4
Nb3O7F,298.0,3.1
Nb3O7F,298.0,1.59
BaCuNdS3,298.0,2.39
BaCuYS3 orth,298.0,2.61
BaAgNdS3,298.0,2.31
LiZn[BO3] mon,298.0,3.6
LiZn[BO3] mon,298.0,3.1
MgB2C2 rt,298.0,1.08
CsSbS6,298.0,2.25
CsSb2S4,298.0,2.05
CsCuS6,298.0,2.2
Cs3CuTeS9,298.0,2.2
Cs2MnTe2S6,298.0,2.05
Sr[NCN] orth,298.0,4.54
KSnS4,298.0,2.08
RbSnS4 mon,298.0,2.22
RbSnS4 orth,298.0,2.14
K2Sn2S5,298.0,2.36
CsSnS3,298.0,2.44
K2OsCl6 lt cub,298.0,0.3193
Mg3B7ClO13 ht,539.0,5.833
Mg3B7ClO13 ht,568.0,5.615
Mg3B7ClO13 ht,600.0,5.796
Mg3B7ClO13 ht,298.0,0.64
K2SnSe3,298.0,1.82
K2SnSe3,298.0,2.7
KCd4Ga5S12,298.0,2.98
RbCd4Ga5S12,298.0,3.02
Mg2LaH7,298.0,2.6
Na4SnGe2S6,298.0,2.06
Na4PbGe2S6,298.0,2.43
K3TiTa7O21,298.0,3.14
NaCuO2,298.0,0.33
K2Ti8O17,298.0,3.2
CeRu4Sn6,298.0,0.0031
NaNb2PS10,298.0,1.72
YPtBi,298.0,0.08
LaPtBi,298.0,3.42
LaPdBi,298.0,0.05
Cs2Cd3Te4,293.0,2.48
Rb2Cd3Te4,293.0,2.3
BaY2Te4,298.0,0.8
BaCuSeF,298.0,2.99
BaCuSF,298.0,3.2
CuSmSeO,298.0,2.6
CuSmSeO,298.0,2.6
CuYSeO,298.0,2.58
CuYSeO,298.0,2.58
Cs2Mo3[SeO3]O9,298.0,3.1
Cs2ZnCl4,298.0,7.9
Cs2ZnCl4,10.0,7.76
K7Pt4[CN]16[H2O]6 rt,0.0,0.21
K7Pt4[CN]16[H2O]6 rt,293.0,0.0465
Li4Ba3Sn8,298.0,0.3
Tb2Ti2S2O5,300.0,2.13
[NH4]2Pt[CN]4Cl0.3[H2O]3,298.0,0.125
Cu2ZrCl6 lt,298.0,2.9
Cs2ZnBi2S5,298.0,1.85
Cs2CdBi2S5,298.0,1.75
Cs2CdBi2S5,298.0,1.7
PtSbSi,298.0,0.6
Ta0.5Nb0.5BiO4 ht,298.0,2.7
Ta0.2Nb0.8BiO4 rt,298.0,2.5
Cu6La4MnS10,298.0,2.49
Cu6La4MnS10,298.0,2.53
CuLa3S3O2,298.0,2.01
LaMo8O14 orth2,298.0,0.05
Li3AsS3,298.0,4.0
ZnHg[SCN]4,298.0,4.29
Rb2Hg3Sn2S8,298.0,2.48
MnGaInS4,298.0,0.42
K2Bi8Se13 mon,298.0,0.59
K2Bi8Se13 mon,298.0,0.4
K2Bi8Se13 mon,298.0,0.4
Rb2Hg3Ge2S8,298.0,2.8
Zr0.4Ta0.6N0.6O1.4,298.0,2.72
Zr0.53Ta2.47N4.47O0.53,298.0,2.214
RbTbS2,298.0,3.1
RbTbS2,298.0,2.1
NaNbO2,298.0,2.3
Nb2SiTe4,298.0,0.2
CuW3Br7 cub,298.0,2.8
CuSe2Cl,298.0,1.7
Na4TiSe4,298.0,2.0
CuTe2I,298.0,1.24
CuTe2Br,298.0,1.23
Na2Ti2Se9,298.0,1.02
Ba2La2Mn4O11,298.0,0.54
Ba2La2Mn4O11,298.0,0.95
CePS4,298.0,3.41
CePS4,298.0,3.26
BaLaMn2O5,298.0,0.86
BaLaMn2O5,298.0,0.32
EuSe2 m,298.0,1.43
Ce0.6Fe2.9Ni1.1Sb12,298.0,0.25
ZnTe tf,0.0,2.67
ZnTe tf,0.0,2.73
ZnTe tf,0.0,3.13
K6Zn4Sn5S17,298.0,2.87
Rb3K3Zn4Sn5S17,298.0,2.87
CsK5Zn4Sn5S17,298.0,2.87
Na3MgZr[PO4]3,298.0,5.06
Na3ZrNi[PO4]3,298.0,4.96
BaZn[TeO3]Cl2,298.0,4.4
BaZn[SeO3]2,298.0,3.8
Tl3SiTe3 hyp,298.0,0.9
Ti0.15Mo2.5Ru0.5Se4,298.0,0.16
Ag5Hg4P8Cl5 mon,298.0,1.0
Zn[SO4][CSN2H4]3,298.0,4.45
Zn[SO4][CSN2H4]3,298.0,5.308
K0.5CrSe2,298.0,1.69
K0.5CrSe2,298.0,0.0
K0.5CrSe2,298.0,1.41
K0.5CrSe2,298.0,0.7
ZnCl2[CSN2H4]2,298.0,4.82
LaVO3 lt,298.0,0.1
Cu0.1125Cd0.675Mn0.1Ga0.1125Te,298.0,1.79
Bi6[NO3]5O5[OH]3[H2O]3,298.0,2.85
K2B4O5[OH]4[H2O]2,298.0,6.89
Ba0.6Ca0.4Nb2O6 ht,298.0,3.5
EuP5O14,298.0,2.1437
EuP5O14,298.0,2.1288
CF GIC,298.0,2.7
CF GIC,298.0,3.5
Ca3Sn[Si2O7]O2,298.0,4.6
Cs2NaYBr6 rt,298.0,6.7
K2AgAs3Se6,298.0,2.07
Rb2AgAs3Se6,298.0,1.95
Li2PbGeS4,298.0,2.41
Li2PbGeS4,298.0,2.4
Li2EuGeS4,298.0,2.54
BaBi2Se4,298.0,0.32
Rb2Bi8Se13,298.0,0.44
Cs2Bi8Se13,298.0,0.47
CsBi3.67Se6,298.0,0.53
Sr1.5Cu0.5La0.5Ti0.5O3.82,298.0,0.2247
K2AuAsS4,298.0,2.2
KAu5P2S8,298.0,2.14
Pb6Sb6S17,298.0,1.2
Pb6Sb6S17,298.0,1.05
Ca0.5La0.5Mn0.5Sn0.5O3,298.0,0.0198
MnNiBi2O6 rt,298.0,0.2
MnNiBi2O6 rt,298.0,0.448
MnNiBi2O6 rt,298.0,0.493
SrAlSiH,298.0,0.5
SrAlSiD,298.0,0.5
Li0.5Be0.5H1.5,298.0,0.44
Li0.5Be0.5H1.5,298.0,11.2
Li0.5Be0.5H1.5,298.0,0.2
Li0.5Be0.5H1.5,298.0,1.4
Li0.5Be0.5H1.5,298.0,0.8
Li0.5Be0.5H1.5,298.0,1.1
Li0.5Be0.5H1.5,298.0,3.2
Li0.5Be0.5H1.5,298.0,9.9
Li0.8NbO2,298.0,0.76
Sr5In2Bi6,298.0,1.5
Na4EuSi2Se6,298.0,2.15
V4GeS8 lt2,298.0,0.2
GaAs0.9375N0.0625 hyp,298.0,1.435
GaAs0.0625N0.9375,298.0,1.12
GaAs0.9375N0.0625 hyp,298.0,0.14
Zr0.93Ti0.05Nb0.02PbO3 rt,298.0,2.85
ScH2.9 hp,298.0,1.55
MnBi2I8[H2O]8,298.0,1.9
NaV6O15 hp,298.0,6.0
Mg1.2In1.6Sn0.2O4,298.0,3.49
Ge0.98C0.02,298.0,0.782
Cu0.7Zn0.6In0.7Te2 rt,298.0,1.1
CdSe m4,0.0,1.74
CdSe m4,0.0,4.03
CdSe m3,0.0,1.77
CdSe m3,0.0,3.99
CdSe m2,0.0,1.78
CdSe m2,0.0,3.96
TlScTe2,298.0,0.85
CsGeCl3 rt,298.0,3.43
CsGeCl3 rt,298.0,3.1
CsGeCl3 rt,298.0,3.67
CuTeCl,298.0,1.5
KZn4[BO3]3,298.0,3.02
KZn4[BO3]3,298.0,2.32
CdHg[SCN]4,298.0,4.27
Li0.5TiNi0.25[AsO4]O,298.0,3.3
MgTi2[PO4]2O2,298.0,3.37
CuHg[SCN]4 mon,298.0,2.25
CdIr2S4,298.0,0.3
Sr2CrReO6 tet,298.0,0.21
Ba3Ga3N5,298.0,1.46
LiCe[BD4]3Cl,298.0,5.12
CsBi4Te4.98Se1.02,298.0,0.08
CsBi3.55Sb0.45Te6,298.0,0.08
Sr2CuW0.5Mo0.5O6 rt,298.0,2.18
Sr2CuW0.5Mo0.5O6 rt,298.0,1.91
Sr2CuW0.5Mo0.5O6 rt,298.0,1.81
Sr2CuW0.5Mo0.5O6 rt,298.0,1.6
Sr2CuMoO6 hp,298.0,1.76
Sr2CuMoO6 hp,298.0,1.21
Sr2CuMoO6 hp,298.0,0.96
Sr2CuMoO6 hp,298.0,0.44
CsCd4Ga5S12,298.0,3.09
CsCd4Ga5S12,298.0,1.89
Cs4Zn9As14,298.0,0.2
Rb4Zn9As14,298.0,0.1
Rb4Zn9As14,298.0,0.11
CsHgInS3,298.0,2.3
CsHgInS3,298.0,1.27
CsHgInS3,298.0,2.24
Cs2NaAs7,298.0,1.6
Ba5Cd2Sb4O2,298.0,0.3
Si3N4 hp,298.0,3.4
Si3N4 hp,298.0,3.21
Mg3SbN hyp,298.0,8.4
CdB10O14[OH]4[H2O],298.0,4.68
CdB10O14[OH]4[H2O],298.0,4.77
Sm0.25Dy0.25Zr0.5O1.75,298.0,3.45
Sm1.4Dy0.6Zr2O7,298.0,3.62
Na0.5Ca0.5Fe2As2 rt,298.0,5.5
RuAsP,298.0,0.8
Mg0.55Cd0.45Se,40.0,2.01
Mg0.55Cd0.45Se,298.0,2.3
Ti0.85Co0.15O1.85,298.0,3.049
ZnCr2Se4 hp,298.0,2.75
C gra,298.0,11.76
C lon,298.0,3.3
C lon,298.0,-12.0
C lon,298.0,4.686
C lon,298.0,3.02
