formula,Temperature,Eg (eV)
C lon,298.0,5.0
C lon,298.0,4.2
C lon,298.0,21.4
C lon,298.0,6.1
C lon,298.0,4.5
C gra,298.0,15.9
C gra,298.0,5.3
Zn0.90Co0.05Al0.05O,298.0,3700000.0
CsGeBr3 ht-hp,298.0,0.9
Pr2[MoO4]3 rt,298.0,4.0
K2Bi8Se13 tricl,298.0,0.76
Cs4Bi2P5Se15,298.0,1.44
Cs4Bi2P5Se15,298.0,1.135
Ba6Ti5S15O,298.0,1.04
Cs4Sb2P5Se15,298.0,1.58
BaCuLaS3,298.0,2.0
CuSe3I,298.0,2.0
Mg3MnH7,298.0,2.56
Os0.5Ru0.5Si,298.0,0.26
SbSe0.5S0.5I,298.0,1.695
K2InP2Se8,298.0,2.11
Rb3SnP3Se11,298.0,1.51
Rb2CdP2Se6,298.0,2.58
Rb2CdP2Se6,298.0,2.66
K2HgP2Se6,298.0,2.25
Ba4Cd3Tb2S10,298.0,3.0
KGaSe2,298.0,2.6
KGaSe2,298.0,1.77
AgCuO2,298.0,33224400.0
AgCuO2,298.0,0.72
AgCuO2,298.0,0.62
Na9Gd5Sb8S26,298.0,1.63
Cs5CoSiO6,298.0,0.8
BaCu1.5O3,298.0,0.3
CsTaS3,298.0,0.156
RbCaH3,298.0,3.32
KSb5S8,298.0,1.55
K2Hg3Sn2S8,298.0,2.4
Rb0.4K1.6Hg3Ge2S8,298.0,2.73
C dense1,298.0,2.5
C dense1,298.0,-9.0
K2Hg3Ge2S8 orth,298.0,2.64
K2Hg3Ge2S8 mon,298.0,2.7
NaSbP2S6 mon1,298.0,2.17
NaSbP2S6 mon2,298.0,2.25
Ta3N4.61O0.51,298.0,2.06
Li0.25Al0.25Pb0.5O,298.0,2.62
Li0.25Fe0.25Pb0.5O,298.0,2.01
Pb6Sb6Se17,298.0,0.8
Pb6Sb6Se17,298.0,0.7
Pb4Sb6Se13,298.0,0.65
Pb4Sb6Se13,298.0,0.55
Pb4Sb6Se13,298.0,0.9
SbPSeS3,298.0,2.42
Rb4[C60] hp,298.0,0.7
SmxTiPbO3,298.0,2.71
Sr2Ti0.8Nb0.2O4,298.0,12000000.0
Cr3B7ClO13 lt2,262.0,4.868
Cr3B7ClO13 lt2,240.0,4.89
Cr3B7ClO13 lt2,215.0,4.916
Cr3B7ClO13 lt2,298.0,0.94
HfO2 hp2,298.0,3.15
HfO2 hp2,298.0,2.85
HfO2 hp1,298.0,4.3
HfO2 hp1,298.0,3.79
Te0.5Se0.5 hp,298.0,0.2
Te0.5Se0.5 hp,298.0,1.06
Te0.5Se0.5 hp,298.0,1.16
KGaSnS4 cub,298.0,2.1
NaGaSnS4,298.0,1.75
RbGaSnS4,298.0,2.7
BaCuTeF,298.0,2.3
BaCuTeF,298.0,2.3
Ce1.30Lu0.70S3,298.0,1.25
Pr1.3Lu0.7S3,298.0,1.38
Nd1.33Lu0.67S3,298.0,1.5
SrMgLaTaO6 mon,298.0,4.75
CaMgLaTaO6,298.0,4.82
Mg1.33La2Ta0.67O6,298.0,4.55
Sr2La2PtO7.13,298.0,2.54
Sr2La2PtO7.13,298.0,3.07
Sr2Nd2PtO7,298.0,2.5
Sr2Nd2PtO7,298.0,3.03
BaSc0.05Ta0.95N0.9O2.1,298.0,1.8
Mg0.5LaTa0.5N0.5O2.5,298.0,1.9
LaTaN2O mon,298.0,1.9
KPSe3 rt,298.0,2.09
RbPSe3,298.0,2.32
CaSn[BO3]2,298.0,4.0
RbOs2O6,298.0,3.2
Sr0.2Cu0.9La1.8Co0.1O4,298.0,0.115
Si stab,298.0,1.067
Si stab,298.0,1.49
Si stab,298.0,0.97
Si stab,298.0,1.52
Si stab,298.0,0.85
Si stab,298.0,0.883
Si stab,298.0,0.755
Si stab,298.0,0.6
CaTi0.5Sn0.5[SiO4]O,298.0,4.1
NaLa2TaO6,298.0,4.5
Sr2Fe2S2OF2,,0.1
Ba2Fe2Se2OF2,,0.28
SrGaGeH,298.0,0.6
BaGaSiH,298.0,0.6
BaGaGeH,298.0,0.1
BaGaGeH,,0.1
BaGaSnH,298.0,0.1
CaAlSiH,298.0,0.3
CaAlSiD,298.0,0.3
BaAlSiH,298.0,0.8
BaAlSiD,298.0,0.8
BaAlSiH,298.0,0.71
BaAlSiH,298.0,0.5
SrAg2V4O12,298.0,2.1
KZrPSe6,298.0,2.0
BaLa2Te3[TeO3]2O8,298.0,2.97
BaLa2Te3[TeO3]2O8,298.0,3.81
U3Ni3Bi4,298.0,0.095
Na2V3O7,298.0,1.14
Na2V3O7,298.0,1.18
Na2V3O7,298.0,1.1
K4Sn3Se8,298.0,1.93
LiAsS2,298.0,1.6
LiAsS2,298.0,1.68
LiAsS2,298.0,1.6
Na0.4Li0.6AsS2,298.0,1.88
Na0.4Li0.6AsS2,298.0,1.8
Na0.5Li0.5AsS2,298.0,2.0
Ca0.5La1.5CoO4 orth,298.0,1.6
ZnTa0.5NbBi1.5O7,298.0,3.01
Li0.5Mn0.5O cub,300.0,1.9
Li0.5Mn0.5O cub,1000.0,1.3
KNaPrNbO5,298.0,3.7
KNaNdNbO5,298.0,3.7
KNaSmNbO5,298.0,3.7
KNaTbNbO5,298.0,3.7
KNaGdNbO5,298.0,3.7
KNaEuNbO5,298.0,3.7
TlV3[SeO3]2O6,298.0,2.44
TlV3[SeO3]2O6,298.0,2.2
K3Ta2AsS11,298.0,2.21
Cs3Ta2AsS11,298.0,2.21
Rb3Ta2AsS11,298.0,2.21
Fe1.04Te0.95Se0.05 lt,4.2,2.6
Al3Sb7S8Br2Cl12,298.0,2.03
KP2Te,298.0,1.4
KP2Te,298.0,1.46
Cs5BiP4Se12,298.0,1.85
ScAlCO rhom,298.0,0.3
Eu2SiN3,298.0,0.2
KEuAsS4,298.0,2.0
CoGeTe,298.0,0.6
Ca3N2 m rhom,298.0,1.0
SrAlGeH,298.0,0.75
Na0.52Li0.48Zn[BO3],298.0,3.3
Na0.52Li0.48Zn[BO3],298.0,2.95
FeBiO3 hp OI,298.0,2.35
Na0.35Ba0.65Fe2As2 lt,298.0,1.06
Na0.35Ba0.65Fe2As2 lt,298.0,2.08
Rb2Mo3[SeO3]O9,298.0,3.2
Tl2Mo3[SeO3]O9,298.0,3.0
La2MnSe2O2 rt,298.0,1.6
La2FeSe2O2 orth2,298.0,0.7
NaV[IO3]2O2[H2O],298.0,3.06
NaV[IO3]2O2[H2O],298.0,2.56
Sm8Sb3O8,298.0,0.09
Sm3SbO3,298.0,0.0057
Ho3SbO3,298.0,0.011
Ho3SbO3,298.0,0.2
Ho8Sb3O8,298.0,0.12
Ho8Sb3O8,298.0,0.0
LiAsSe2,298.0,1.11
NaAsSe2 mon,298.0,1.75
NaAsSe2 mon,298.0,1.77
RbZrPS6,298.0,2.1
AlBi2Te2BrCl4,298.0,0.8
AlBi2Te2BrCl4,298.0,0.43
Cd4Bi[BO3]3O,298.0,3.16
Cd4Bi[BO3]3O,298.0,3.159
Cs9Tl4O3,298.0,0.18
Pb2B5IO9,298.0,3.1
Pb2B5IO9,298.0,3.3333
Pb2B5IO9,298.0,3.3636
TiPbO3 tet,298.0,2.6
Sr2[VO]3[SeO3]5,298.0,2.47
Sr2[VO]3[SeO3]5,298.0,1.77
Ba3V2[SeO3]4O4,298.0,2.87
Ba3V2[SeO3]4O4,298.0,2.65
SrV2[TeO3]O5,298.0,2.65
Sr2V4[TeO3]2O10[H2O],298.0,2.52
Sr2V4[TeO3]2O10[H2O],298.0,2.54
Ba2V2Te2O11,298.0,3.16
Ba2V2Te2O11,298.0,3.15
Ba2VTe4O12[OH],298.0,2.8
Ba2VTe4O12[OH],298.0,2.84
Cd3Bi[PO4]3,298.0,3.9
Sr3Bi[PO4]3,298.0,4.0
Sm2Mn3Sb4S12,298.0,1.5
Sm2Mn3Sb4S12,298.0,1.06
K3Ag9Sb4S12,298.0,2.0
Rb3Ag9Sb4S12,298.0,2.0
CsAg2AsS3,298.0,2.7
Cs3Ag9Sb4S12,298.0,2.0
K2Mn[IO3]4[H2O]2,298.0,3.4
K2Mg[IO3]4[H2O]2,298.0,4.37
K2Mg[IO3]4[H2O]2,298.0,2.76
K2Co[IO3]4[H2O]2,298.0,3.5
K3AsP3Se9,298.0,2.2
K7As3P8Se24,298.0,2.0
Cs5AsP4Se12,298.0,2.0
Cs3AsP3Se9,298.0,2.1
Cs5AsP4S12,298.0,2.7
Rb4Cd6.35Sb9,298.0,0.23
Ga2[TeO3]3 hex,298.0,4.15
Ga2.67Te4O12 cub,298.0,4.14
Li6Ga8.67Te14O44,298.0,4.45
HLi2Ga3[TeO3]6[H2O]6,298.0,4.52
K2In2P3Se6.06S3.94,298.0,2.5
K5In3P6Se19,298.0,2.2
K2In2P3Se10,298.0,2.2
CsAg2TeS6,298.0,2.04
RbAg2TeS6,298.0,2.04
BaGa2As2,298.0,1.0
K4Cu8Ge3S12,298.0,2.2
Rb4Cu8Ge3S12,298.0,2.3
Pd[IO3]2,298.0,1.31
Pd[IO3]2,298.0,0.86
AgPd[IO3]3,298.0,1.5
AgPd[IO3]3,298.0,1.41
BaPd[IO3]4,298.0,1.97
BaPd[IO3]4,298.0,1.73
Zn67Ru26Sb24,298.0,0.047
Rb3Al3Ge7S20,298.0,3.1
Rb3Al3Ge7Se20,298.0,2.4
Tl3V5O14,298.0,1.96
Tl3V5O14,298.0,1.8
BaBiBS4,298.0,2.34
BaBiBS4,298.0,2.16
BaSbBS4,298.0,2.7
BaSbBS4,298.0,2.29
Ba2SnSe5 ht,298.0,2.0
Ba2SnSe5 ht,298.0,1.4
NaCuTa4O11,298.0,2.75
Na2Ta4O11,298.0,4.0
BaGa4Se7,298.0,2.64
BaGa4Se7,298.0,1.76
K23Au12Sn9,298.0,0.5
[PO4]2Te2O,298.0,4.0
[PO4]2Te2O,298.0,2.1
Ba2.1TiFe4Pb2.9O13,298.0,1.5
Sc3Al3C2O5,298.0,0.3
Cs5P4Se10,298.0,2.07
KNaPrTaO5,298.0,3.7
KNaSmTaO5,298.0,3.6
KNaLaTaO5,298.0,4.0
KNaNdTaO5,298.0,3.5
KNaGdTaO5,298.0,4.0
Sc12Ir3Br16,298.0,0.065
Sc12Ir3Br16,298.0,0.086
Sc12Ir3Br16,298.0,0.086
Sc12Ir3Br16,298.0,0.071
LiBa5GaN3F5,298.0,1.9
LiBa5GaN3F5,298.0,1.6
Mg2B25C4,298.0,2.7
La3[MoO4]4F,298.0,3.7
BaLaSb2Se6,298.0,0.8
Ba8SnSi6,298.0,0.19
BaCe0.7In0.3O2.85 rt,298.0,2.0
K2AgF4 ht,298.0,1.65
Ba3In2[PO4]4,298.0,3.69
Ba3In2[PO4]4,298.0,3.87
BaIn2[P2O7]2,298.0,3.7
BaIn2[P2O7]2,298.0,3.97
CaIr0.5Pt0.5O3,298.0,0.15
CaIr0.5Rh0.5O3,298.0,0.034
CuCe2YbS5,298.0,1.37
CuLa2YbS5,298.0,1.45
CuCe2YbSe5,298.0,1.05
CuLa2YbSe5,298.0,1.15
CuSm2YbS5,298.0,1.28
CuNd2YbS5,298.0,1.35
CuPr2YbS5,298.0,1.25
BaMo2TeO9 ht,298.0,3.12
Cs0.38Cu2.62LaTe3,298.0,0.09
Al0.33In2.33S4,298.0,2.09
Tl4HfS4,298.0,1.9
Tl4HfSe4,298.0,1.7
Zn3LaAs3,298.0,0.32
Zn3LaAs3,298.0,0.15
Ca2CdAs2 rt,298.0,0.9
Ca2CdAs2 ht,298.0,0.95
Ca2CdAs2 ht,298.0,0.7
Ba2GaS4,298.0,2.55
Ba2GaS4,298.0,1.97
Ba2InS4,298.0,1.79
Ba12In4S19,298.0,2.56
Ba12In4S19,298.0,1.97
Mg0.5Co0.5[MoO4] rt,298.0,3.5
NaBaIrH6,298.0,3.09
NaCaIrH6,298.0,3.33
KBaIrH6,298.0,2.91
KSrIrH6,298.0,3.01
Ba3Cu15.7Te3.95S7.05,298.0,0.12
Rb4Ge3B6O17,298.0,5.42
Rb4Ge3B6O17,298.0,3.29
RbGeB3O7,298.0,5.58
RbGeB3O7,298.0,4.19
Rb2GeB4O9,298.0,5.54
Rb2GeB4O9,298.0,3.54
Ba2GaBiS5,298.0,2.38
Ba2GaBiS5,298.0,2.41
Ba2InBiS5,298.0,1.55
Ba2InBiS5,298.0,1.61
Ba2FeSbS5,298.0,0.95
Ba2FeSbS5,298.0,0.93
Ba2FeBiS5,298.0,1.28
Ba2FeBiS5,298.0,1.22
La2Ga2GeS8,298.0,2.78
La2Ga2GeS8,298.0,1.88
Eu2Ga2GeS7,298.0,2.3
Eu2Ga2GeS7,298.0,1.7
Ba3[GeO4]2B7O8[OH]3[H2O],298.0,5.53
Ba3[GeO4]2B7O8[OH]3[H2O],298.0,4.03
Ba3[GeO4]2B6O8,298.0,5.12
Ba3[GeO4]2B6O8,298.0,3.91
SrCuTe2O7,298.0,2.8
CuPbTe2O7,298.0,2.67
Bi2[IO3]3[IO4] rt,298.0,3.3
Bi2[IO3]3[IO4] rt,298.0,3.17
In[VO4]Te2O4,298.0,2.8
Ca10Ge16B6O51,298.0,5.47
Zn2[MoO4][TeO3],298.0,4.1
Zn2[MoO4][TeO3],298.0,3.1
[VO]In[SeO3]2O,298.0,2.1
Zn2[MoO4][SeO3],298.0,4.2
Zn2[MoO4][SeO3],298.0,3.3
Cd12Ge17B8O58,298.0,4.29
KGe0.625P0.375Se3 m,298.0,1.9
Rb3GePSe7,298.0,2.2
K10Sn3P8Se24,298.0,1.82
BaMgAg2[VO4]2,298.0,2.4
EuxLu6WO12,298.0,3.02
Eu0.15Lu5.85MoO12 rhom,298.0,2.61
Fe3B7BrO13 rt,393.0,3.8
Fe3B7BrO13 rt,348.0,3.835
Fe3B7BrO13 rt,293.0,3.878
[CN3H6]2Ti5O5F12,298.0,3.32
[CN3H6]2Ti5O5F12,298.0,2.4
K0.82Na2.18SrB5O10,298.0,3.8
K0.82Na2.18SrB5O10,298.0,3.74
SrGa2As2,298.0,0.2
K0.5Ba0.5Fe1.86Co0.14As2 rt,298.0,2.57
In2As2Cl2O5,298.0,4.62
In2As2Cl2O5,298.0,3.4
In4As5Br3O12,298.0,4.22
In4As5Br3O12,298.0,3.08
Ag[SO3F]2 mon,298.0,0.25
Ag[SO3F]2 mon,298.0,1.05
BaCu5.93Te6Se,298.0,0.05
Ba2Ga5As5,298.0,0.4
LiSr2SiN3,298.0,0.37
MnSb2S4[N2H4],298.0,1.59
Y2YbSbO7,298.0,2.521
Ag3[SO3F]4,298.0,0.35
Ag3[SO3F]4,298.0,0.6
AlD3 hp,298.0,2.4
NaCdAsS3,298.0,2.93
Zn0.9In0.1O,298.0,3.3
Ca3La2Sn3S12,298.0,1.45
Ag2ZnSiS4,298.0,3.28
Ag2ZnSiS4,298.0,1.88
Ba8Al10[BO3]12O5,298.0,3.1
Ba8Al10[BO3]12O5,298.0,3.25
Ca0.2Cd0.1La0.7MnO3,298.0,3.49
ScMn2O4,298.0,0.25
Cu0.9Zn0.2In0.9S2 rt,298.0,1.47
Dy[C82] rt rt,298.0,0.2
Y2CrMnO6 rt,298.0,0.47
Ba0.95Sm0.1Ti0.95O3,298.0,2.87
LaRu4As12,298.0,23.4
LaRu4As12,298.0,16.7
CaFeO3 rt,10.0,0.16
Ge hp3,298.0,0.53
Ge hp3,298.0,0.55
Y0.925Eu0.075AlO3,298.0,5.68
Er0.1Sn0.9O1.95,298.0,3.48
La3FeGaS7,298.0,0.02
AgZnNdP2,298.0,0.8
AgZnCeP2,298.0,0.6
AgZnPrP2,298.0,0.8
AgZnLaAs2,298.0,0.24
AgZnGdP2,298.0,0.8
FeSb2.2Te0.8,298.0,0.43
Gd0.3Mn0.7S,298.0,1.24
Ti0.07Mn0.93Se,298.0,1.31
Ti0.95Fe0.05PbO3 rt,298.0,1.47
LaMn0.75Ni0.25O3 rt,298.0,0.9
CdBiClO2,298.0,3.08
CdBiClO2,298.0,3.05
CdBiClO2,298.0,3.71
K0.5Tl0.5Fe1.5Se2 rt,298.0,8.0
Zn0.97Ni0.03Cl2[CSN2H4]2,298.0,5.2
K0.15Sr0.85Fe2As2 rt,298.0,5.2
K0.15Sr0.85Fe2As2 rt,298.0,1.0
Zn0.4Cd0.6Al2S4,289.0,3.466
Zn0.2Cd0.8Al2Se4,289.0,3.172
Zn0.98Co0.02Al2S4,289.0,3.363
Zn0.784Cd0.196Co0.02Al2S4,289.0,3.133
ZnAl2Se2S2 rt,289.0,3.549
Zn0.2Cd0.8Al2Se0.8S3.2,289.0,3.346
ZnAl2Se2S2 ht,289.0,3.65
Zn0.196Cd0.784Co0.02Al2S4,289.0,3.308
Cd0.98Co0.02Al2S4,289.0,3.077
Cd0.98Co0.02Al2S4,300.0,2.924
Zn0.98Co0.02Al2Se4,289.0,2.939
Cd0.98Co0.02Al2Se4,289.0,2.632
Zn0.196Cd0.784Co0.02Al2Se4,289.0,2.817
Zn0.98Co0.02Al2Se0.8S3.2,289.0,3.365
Zn0.98Co0.02Al2Se3.2S0.8,289.0,3.251
Zn0.196Cd0.784Co0.02Al2Se0.8S3.2,289.0,2.994
Zn0.8Cd0.2Al2S4,289.0,3.67
Ba0.33La0.67Mn0.93Sb0.07O3,298.0,0.1477
Fe0.95Ni0.05BiO2.975,298.0,2.09
Na4Sr2TiAs4,298.0,1.7
Na4Sr2TiP4,298.0,1.8
Na4.3Eu1.7TiP4,298.0,1.2
Na4.3Eu1.7TiAs4,298.0,1.3
RbLaBi4S8,298.0,1.2
KLa1.28Bi3.72S8,298.0,1.0
RbCe0.84Bi4.16S8,298.0,1.1
KNdBi4S8,298.0,1.1
KCeBi4S8,298.0,1.1
KPrBi4S8,298.0,1.1
K2Gd2Sb2Se9 orth,298.0,1.33
K2La2Sb2S9,298.0,2.2
BaAg8S5,298.0,4.4
KAuGeS3,298.0,2.33
KAuSnSe3,298.0,1.88
Cs2Au2SnS4,298.0,2.28
Cs2AgVS4,298.0,1.77
Rb2AgVSe4,298.0,1.75
K2AgVSe4,298.0,1.75
Rb2AgNbS4,298.0,2.76
Al2BiSe4 m,298.0,1.9
Al2BiS4,298.0,2.7
AlGaBiSe4,298.0,1.9
Ga2BiS4,298.0,2.1
AlGaBiS4,298.0,2.1
Na4SnSe4,298.0,1.95
Na4SnSe4,298.0,2.89
Ba2Mn2Sb2O,298.0,0.61
K4Ta2S11 tricl,298.0,2.42
IrBi14Si2I12,298.0,0.07
RuAl0.80Sn6O8,298.0,0.38
Li3AlP2,298.0,2.75
Li1.2InO2.1,298.0,2.7
RbGeBr3 ht1,298.0,2.68
Y2AlGe3,298.0,3.54
Y2AlGe3,298.0,0.595
Ca2Si5N8 rt,298.0,5.04
AgBi2S2Cl3,298.0,1.5
Ag0.5Bi1.5S2Br,298.0,0.9
Eu1.83Ta15O32,298.0,0.23
NaBaBi,298.0,0.5
Sr3SbN,298.0,0.2
Sr3SbN,298.0,1.15
Sr3BiN,298.0,0.15
Sr3BiN,298.0,0.89
Ba3BiN,298.0,0.5
K10Fe4Sn4S17,298.0,1.75
K10Fe4Sn4S17,298.0,2.2
Cs10Cd4Sn4S17,298.0,3.16
Cs10Cd4Sn4S17,77.0,3.02
K10Zn4Ge4S17,298.0,3.34
Pr2Te4O11,298.0,3.65
BaZn3SmAlO7,298.0,4.52
BaCuTe2O7,298.0,2.79
Nb7S2I19,298.0,0.2
ZnPrPO rt,298.0,2.74
ZnPrPO rt,298.0,0.8
Cs5InP4Se12,298.0,2.25
Cs2AgF4 tet,298.0,0.25
Cs2AgF4 tet,298.0,2.17
K3MnF7,4.5,0.00065
LiZnN cub2,298.0,1.91
LiZnN cub2,298.0,1.98
EuSbO4 rt,298.0,2.97
EuSbO4 rt,298.0,2.86
CdAl2Se4 hp,298.0,1.47
CaZn2As2,298.0,0.115
Ca4Sb2O,298.0,0.74
SrCu2GeS4,298.0,2.77
SrCu2GeS4,298.0,2.9
BaMn2Sb2,298.0,0.21
Rb3AgSn3Se8,298.0,1.8
K3AgSn3Se8,298.0,1.8
CuBS2,298.0,3.61
CaGa2S4 orth2,298.0,2.16
CaGa2S4 orth2,298.0,2.95
Sr3GeSb2Se8,298.0,0.75
Na3Ga3[TeO6]2 rt,298.0,3.8
Tl2.35Sb8.65Se14,298.0,0.6
Cs4Cd9Sb14,298.0,0.06
Cs4Zn9Sb14 rt,298.0,0.01
BaCo0.72Bi0.28O2.2,298.0,1.8
Cd2Re2O7 lt2,0.0,3.5
TaNi0.05S2,298.0,3.6
RbMgH3,298.0,2.2
Ca3Ti0.05Sn0.95[Si2O7]O2,298.0,4.4
Mg0.2Be0.1Zn0.7O,298.0,3.3
Ca0.5La0.5CoO3 rhom,298.0,0.8
Mn0.9Fe0.1In2Se4,298.0,1.063
Mn0.9Fe0.1In2Se4,10.0,1.0135
Hg4InAs2.5Br3.5,298.0,1.71
K3BiAs6Se12,298.0,1.65
Ba5Ga2Se8,298.0,2.18
Ba5Ga2Se8,298.0,2.51
LaSe0.07S1.93,298.0,2.5
GdS2 rt,298.0,0.36
In2Bi3Se7I,298.0,0.19
In2BiSe4I,298.0,0.72
K3ZrTa7O21,298.0,3.26
Cs11In3[SiO4]2,298.0,0.5
Cu4BiSe4I,298.0,0.2
Bi2Te3 hp4,298.0,-30.0
Bi2Te3 hp4,298.0,0.16
Bi2Te3 hp4,298.0,0.13
Bi2Te3 hp4,298.0,300000.0
Bi2Te3 hp4,,0.15
Bi2Te3 hp4,0.0,0.15
Bi2Te3 hp4,298.0,0.015
Bi2Te3 hp4,298.0,0.11
Bi2Te3 hp4,298.0,-0.24
Bi2Te3 hp4,298.0,0.21
KCu2SbSe3,298.0,1.1
W2BiCl8O2,298.0,0.076
AlPb6B2O7F7,298.0,3.62
AlPb6B2O7F7,298.0,2.968
Cu3TlLu2Se5,298.0,2.12
NaLi3BaB6O12,298.0,4.954
CdYBiO4,298.0,2.41
TiN0.24O1.88,298.0,3.25
TiN0.24O1.88,298.0,2.63
TiN0.24O1.88,290.0,2200.0
TiN0.24O1.88,298.0,2.73
TiN0.24O1.88,298.0,2.55
TiN0.24O1.88,298.0,2.82
Mg0.5Zn0.5S,298.0,3.32
Mg0.5Zn0.5S,298.0,2.509
Mg0.5Zn0.5S,298.0,3.377
RbFe2As2,298.0,1.4
RbFe2As2,298.0,0.15
RbFe2As2,298.0,0.49
CeFe0.90Co0.10AsO0.9F0.1,0.0,1.6
Si m tet2,298.0,1.98
Si m tet2,298.0,1.6
Si m tet2,298.0,1.6
Zn0.9Mn0.03Co0.07O,298.0,3.29
K1.5Ca10Eu0.5[PO4]7,298.0,3.59
Ag0.075Cd0.15Mn0.7In0.075Te,298.0,1.25
Ag0.075Cd0.15Mn0.7In0.075Te,298.0,1.44
Rb0.33La0.67MnO3,298.0,0.15425
Mg5[BO3]3F,298.0,5.63
Mg5[BO3]3F,298.0,5.27
KPr0.83Sb2.17Se6,298.0,1.25
RbHgSbTe3,298.0,0.183
Cu4.25In9.25Se16,300.0,14000.0
Cu4.25In9.25Se16,300.0,38000.0
Cu4.25In9.25Se16,10.0,16300.0
Rb2AuSbS4,298.0,2.43
K2Cd2S3,298.0,2.89
KAgTeS3 mon,298.0,2.4
KAgTeS3 m,298.0,2.2
CsCuTeS3,298.0,2.15
RbCuTeS3,298.0,1.95
CsAgTeS3,298.0,2.4
RbAgTeS3,298.0,2.4
KCuCe2S6,298.0,1.8
CsCaH3,298.0,3.17
Cu0.69Fe0.5Sn1.5Si0.13S4,,1.107
Na3Pb1.5P2Se8,298.0,2.09
LiPb3.5Ge2S8,298.0,1.95
Na0.5Pb1.75GeS4,298.0,2.08
Rb2Sn4S9,298.0,2.65
Cs2Sn4S9,298.0,2.66
CsGaSe3,298.0,2.25
K2Bi8Se7S6,298.0,0.64
NaBaB9O15,298.0,6.7
Rb4Ti2P6Se25,298.0,1.38
Cs4P2Se9,298.0,1.78
KTiPSe5,298.0,1.06
H2[VO]2[PO4]2[H2O] mon,10.0,3.1
H2[VO]2[PO4]2[H2O] mon,298.0,3.5
Li2V[GeO4]O,298.0,1.0
CsZnLaTe3,298.0,2.1
CsZnDyTe3,298.0,2.1
CsZnPrTe3,298.0,2.1
CsZnSmTe3,298.0,2.1
CsZnTbTe3,298.0,2.121
CsZnTbTe3,298.0,2.116
CsZnTbTe3,298.0,2.1
CsZnNdTe3,298.0,2.1
CsZnGdTe3,298.0,2.13
CsZnGdTe3,298.0,2.1
CsZnHoTe3,298.0,2.1
CsZnTmTe3,298.0,2.1
CsZnErTe3,298.0,2.1
CsZnYTe3,298.0,2.1
K4MnAs2S8,298.0,2.25
Cs4MnAs2S8,298.0,2.26
Rb4MnAs2S8,298.0,2.33
Rb4CdAs2S9,298.0,2.67
Ba3YB9O18,298.0,5.3
CsYbMnSe3,298.0,1.6
CsYbMnSe3,298.0,1.59
CsZnYbS3,298.0,2.61
RbZnYbSe3,298.0,2.07
Li2BeH4 rt,298.0,4.24
KPSe6,298.0,2.16
Sr2SnSe5,298.0,0.9
RbPSe6,298.0,2.18
CsPSe6 mon,298.0,2.16
K0.5In0.5Sn0.5Se2 m,298.0,2.4
KInSnSe4 m,298.0,1.8
KInSnSe4 cub,298.0,1.49
Y3Ru4Ge13,,1.7
Y3Ru4Ge13,,0.21
UPd2Sb,298.0,0.00404
RbAg4I5 lt rhom,122.0,2.92
RbAg4I5 lt rhom,209.0,2.81
RbAg4I5 lt trig,122.0,2.92
RbAg4I5 lt trig,4.2,2.97
CdGaInS4 trig2,298.0,3.1
Ar hcp,298.0,11.4
Ar hcp,298.0,0.7
Ar hcp,298.0,3.3
Ar hcp,298.0,7.5
Ar hcp,298.0,0.0
CsCr[CrO4]2 ht,0.0,0.61
B0.026C0.974 gra,298.0,1.06
Mn2CoSb,298.0,0.4007
Y0.32Ce0.63W0.05O1.89,298.0,3.24
CsHgSbSe3,298.0,1.6
RbHgSbSe3,298.0,1.7
Zn0.8Cd0.2O,298.0,2.917
Zn0.8Cd0.2O,298.0,2.45
ZnS 8H,0.0,3.43
ZnS 8H,0.0,4.77
Ge m 4H,298.0,0.16
Ge m 4H,298.0,0.81
BaTa0.5In0.5O3,298.0,2.97
BaTa0.47In0.5Bi0.03O3,298.0,2.06
SiH4 hp1,298.0,2.86
YH3 hp1,298.0,0.5
RuAsS,298.0,1.2
RuSbSe,298.0,0.9
RuSbSe,298.0,0.35
OsAsS,298.0,1.3
OsSbS,298.0,1.2
Cr0.5Ru0.5Sb2,298.0,0.11
Li30Ca3In44S84[H2O]88,298.0,3.51
KLaP4O12 ht,298.0,5.11
KLaP4O12 ht,298.0,4.7
Zn0.997Cr0.003Te,8.0,2.3753
Na2PSe3[H2O]3,298.0,2.5
[NH4]2PSe3[H2O],298.0,2.7
K2PSe3[H2O]2,298.0,2.6
Rb2PSe3[H2O]2,298.0,2.55
Cs2PSe3[H2O]2,298.0,2.6
Ce0.9Pb0.1O1.95,298.0,3.13
Ce0.6Gd0.3Mo0.1O1.95,298.0,3.09
Ba0.63Sr0.35Mg0.02TiO3,298.0,3.55
Ag0.3La0.7FeO3,298.0,1.65
CaTi0.2Sn0.8[BO3]2,298.0,4.3
K2NaZnB5O10,298.0,3.1
K2NaZnB5O10,298.0,3.42
Ba4Ag3.97Si2Te9,298.0,0.35
Ba4Ag3.97Si2Te9,298.0,0.37
Fe0.5Pd0.5Sb3,298.0,0.22
Ba4Au3.69Ge2Te9,298.0,0.19
Ba4Cu3.75Si2Te9,298.0,0.89
Ba4Cu3.75Si2Te9,298.0,0.48
TiV0.5Ni0.5Sn,298.0,0.5
TiV0.5Ni0.5Sn,298.0,0.45
ZrFe0.02Ni0.98Sn,298.0,0.08
Cu0.25Cd0.5Ga0.125In0.125Se,298.0,1.2
Ce0.8In0.2O1.9,,1.25
