formula,Temperature,Seebeck (uV/K)
Cu2.05Mg0.95SnSe4,700.0,191.911
Cu2.075Mg0.925SnSe4,300.0,69.853
Cu2.075Mg0.925SnSe4,400.0,86.764
Cu2.075Mg0.925SnSe4,700.0,157.35
Cu2.1Mg0.9SnSe4,300.0,75.0
Cu2.1Mg0.9SnSe4,400.0,94.852
Cu2.1Mg0.9SnSe4,700.0,169.117
Ti2FeNiSb1.7Sn0.3,300.0,166.74
Ti2FeNiSb1.7Sn0.3,400.0,182.812
Ti2FeNiSb1.7Sn0.3,700.0,235.044
Ti2FeNiSb1.7Sn0.3,1000.0,231.026
Ti1.8Hf0.2FeNiSb1.7Sn0.3,300.0,155.192
Ti1.8Hf0.2FeNiSb1.7Sn0.3,400.0,179.438
Ti1.8Hf0.2FeNiSb1.7Sn0.3,700.0,228.186
Ti1.8Hf0.2FeNiSb1.7Sn0.3,1000.0,211.186
Ti1.6Hf0.4FeNiSb1.7Sn0.3,300.0,153.118
Ti1.6Hf0.4FeNiSb1.7Sn0.3,400.0,173.514
Ti1.6Hf0.4FeNiSb1.7Sn0.3,700.0,221.67
Ti1.6Hf0.4FeNiSb1.7Sn0.3,1000.0,203.188
Ti1.4Hf0.6FeNiSb1.7Sn0.3,300.0,150.748
Ti1.4Hf0.6FeNiSb1.7Sn0.3,400.0,172.625
Ti1.4Hf0.6FeNiSb1.7Sn0.3,700.0,220.78
Ti1.4Hf0.6FeNiSb1.7Sn0.3,1000.0,203.48
Ti1.0Hf1.0FeNiSb1.7Sn0.3,300.0,138.3
Ti1.0Hf1.0FeNiSb1.7Sn0.3,400.0,160.77
Ti1.0Hf1.0FeNiSb1.7Sn0.3,700.0,200.935
Ti1.0Hf1.0FeNiSb1.7Sn0.3,1000.0,183.638
Mg1Ag0.97Sb 0.99,300.0,255.9183673
Mg1Ag0.97Sb 0.99,400.0,262.8571429
Mg1Ag0.97Sb 0.99,700.0,214.6938776
Mg0.9975Li0.0025Ag0.97Sb 0.99,300.0,210.6122449
Mg0.9975Li0.0025Ag0.97Sb 0.99,400.0,233.877551
Mg0.9975Li0.0025Ag0.97Sb 0.99,700.0,199.1836735
Mg0.995Li0.005Ag0.97Sb 0.99,300.0,200.0
Mg0.995Li0.005Ag0.97Sb 0.99,400.0,226.122449
Mg0.995Li0.005Ag0.97Sb 0.99,700.0,186.5306122
Mg0.99Li0.01Ag0.97Sb 0.99,300.0,173.0612245
Mg0.99Li0.01Ag0.97Sb 0.99,400.0,204.4897959
Mg0.99Li0.01Ag0.97Sb 0.99,700.0,170.2040816
Mg0.98Li0.02Ag0.97Sb 0.99,300.0,155.5102041
Mg0.98Li0.02Ag0.97Sb 0.99,400.0,192.244898
Mg0.98Li0.02Ag0.97Sb 0.99,700.0,165.7142857
Mg0.96Li0.04Ag0.97Sb 0.99,300.0,147.3469388
Mg0.96Li0.04Ag0.97Sb 0.99,400.0,178.3673469
Mg0.96Li0.04Ag0.97Sb 0.99,700.0,149.7959184
Yb9Mn4.2Sb9,300.0,53.7192
Yb9Mn4.2Sb9,400.0,85.4167
Yb9Mn4.2Sb9,700.0,145.8791
Yb9Mn4.2Sb9,1000.0,192.8612
Cu3SbSe4,300.0,481.1595172
Cu3SbSe4,400.0,465.4071334
Cu3SbSe4,700.0,327.1994279
Cu2.4Ag0.6SbSe4,300.0,400.2204998
Cu2.4Ag0.6SbSe4,400.0,431.8144867
Cu2.4Ag0.6SbSe4,700.0,346.1145446
Cu2.1Ag0.9SbSe4,300.0,357.1116754
Cu2.1Ag0.9SbSe4,400.0,387.528133
Cu2.1Ag0.9SbSe4,700.0,338.5342923
Cu1.8Ag1.2SbSe4,300.0,339.9561228
Cu1.8Ag1.2SbSe4,400.0,380.1386293
Cu1.8Ag1.2SbSe4,700.0,346.5633654
Cu1.5Ag1.5SbSe4,300.0,345.6746403
Cu1.5Ag1.5SbSe4,400.0,394.7899539
Cu1.5Ag1.5SbSe4,700.0,365.0363093
Cu1.2Ag1.8SbSe4,300.0,328.0792017
Cu1.2Ag1.8SbSe4,400.0,381.5678459
Cu1.2Ag1.8SbSe4,700.0,370.248854
Cu3Sb0.98Bi0.02S4,300.0,467.7886402
Cu3Sb0.98Bi0.02S4,400.0,492.6086984
Cu3Sb0.98Bi0.02S4,700.0,495.4554462
Cu3Sb0.94Bi0.06S4,300.0,352.1549322
Cu3Sb0.94Bi0.06S4,400.0,364.7250876
Cu3Sb0.94Bi0.06S4,700.0,395.0937409
Cu3Sb0.9Bi0.1S4,300.0,313.8468326
Cu3Sb0.9Bi0.1S4,400.0,335.8152087
Cu3Sb0.9Bi0.1S4,700.0,365.7596215
Cu3Sb0.86Bi0.14S4,300.0,246.0988296
Cu3Sb0.86Bi0.14S4,400.0,269.8429748
Cu3Sb0.86Bi0.14S4,700.0,306.6926187
